# w3 dual-exit per-trade record | walker CH-1 exact 1487/1487 | field=SEARCH uncapped+catchup
date,cell,pnl_v4,pnl_run,armed,raised_hit
2017-05-24,POKED|FRESH,-3.37,-3.37,0,0
2017-05-26,FO,8.27,8.27,1,0
2017-06-05,CLEAN|FRESH,-3.64,-3.64,0,0
2017-06-06,FO,8.11,8.11,1,0
2017-06-08,FO,-3.72,-3.72,0,0
2017-06-09,FO,4.98,4.98,0,0
2017-06-12,FO,-4.05,-4.05,0,0
2017-06-13,CLEAN|FRESH,-4.67,-4.67,0,0
2017-06-14,CLEAN|FRESH,-4.19,-4.19,0,0
2017-06-15,POKED|FRESH,4.66,4.66,0,0
2017-06-16,FO,-3.4,-3.4,0,0
2017-06-19,CLEAN|FRESH,5.87,5.87,1,0
2017-06-20,CLEAN|SPENT,0.11,0.11,0,0
2017-06-21,POKED|SPENT,-4.42,-4.42,0,0
2017-06-23,FO,3.38,2.52,1,1
2017-06-28,CLEAN|FRESH,-3.9,-3.9,0,0
2017-06-30,CLEAN|FRESH,1.25,1.25,0,0
2017-07-03,FO,14.56,14.56,1,0
2017-07-05,POKED|FRESH,0.1,-2.45,1,1
2017-07-06,CLEAN|FRESH,-1.41,-1.41,0,0
2017-07-07,POKED|SPENT,5.1,5.1,1,0
2017-07-10,FO,1.11,-3.7,1,1
2017-07-11,FO,-5.78,-5.78,0,0
2017-07-12,FO,-3.93,-3.93,0,0
2017-07-13,FO,-6.15,-6.15,0,0
2017-07-17,CLEAN|FRESH,1.39,1.39,0,0
2017-07-18,FO,2.86,2.86,0,0
2017-07-19,POKED|FRESH,-2.87,-2.87,0,0
2017-07-20,POKED|FRESH,0.84,0.84,0,0
2017-07-21,FO,3.32,7.79,1,1
2017-07-24,POKED|SPENT,-3.82,-3.82,0,0
2017-07-25,FO,-3.61,-3.61,0,0
2017-07-26,FO,-4.81,-4.81,0,0
2017-07-27,CLEAN|FRESH,-5.45,-5.45,0,0
2017-07-28,POKED|FRESH,0.74,6.65,1,1
2017-08-01,CLEAN|SPENT,-2.23,-2.23,0,0
2017-08-07,POKED|FRESH,-2.8,-2.8,0,0
2017-08-08,CLEAN|SPENT,-2.27374e-13,-4.63,1,1
2017-08-09,FO,8.38,8.38,1,0
2017-08-10,FO,5.75,6.87,1,1
2017-08-11,CLEAN|FRESH,-5.08,-5.08,0,0
2017-08-15,FO,-0.19,-0.19,0,0
2017-08-16,POKED|SPENT,-3.1,-3.1,0,0
2017-08-17,FO,-7.03,-7.03,0,0
2017-08-18,CLEAN|SPENT,3.86,-3.39,1,1
2017-08-21,FO,4.97,4.97,1,0
2017-08-28,FO,15.84,15.84,1,0
2017-08-29,POKED|FRESH,-11.2,-11.2,0,0
2017-09-01,CLEAN|FRESH,-3.53,-3.53,0,0
2017-09-04,POKED|FRESH,-4.82,-4.82,0,0
2017-09-07,FO,5.53,11.99,1,1
2017-09-08,FO,-6.66,-6.66,0,0
2017-09-11,CLEAN|FRESH,6,6,1,0
2017-09-12,CLEAN|FRESH,-6.1,-6.1,0,0
2017-09-13,POKED|SPENT,7.28,7.28,1,0
2017-09-14,CLEAN|FRESH,-4.8,-4.8,0,0
2017-09-18,POKED|FRESH,6.1,6.1,1,0
2017-09-19,POKED|SPENT,-3.87,-3.87,0,0
2017-09-21,POKED|FRESH,0.34,4.05,1,1
2017-09-27,POKED|SPENT,0.55,5.11,1,1
2017-09-28,FO,-4.65,-4.65,0,0
2017-09-29,FO,-4.28,-4.28,0,0
2017-10-02,FO,1.31,1.31,0,0
2017-10-06,POKED|FRESH,-2.78,-2.78,0,0
2017-10-10,FO,-0.33,-0.33,0,0
2017-10-12,FO,-4.03,-4.03,0,0
2017-10-13,FO,-3.52,-3.52,0,0
2017-10-16,CLEAN|FRESH,-3.48,-3.48,0,0
2017-10-18,FO,3.39,3.69,1,1
2017-10-23,CLEAN|FRESH,-5.41,-5.41,0,0
2017-10-24,CLEAN|FRESH,2.53,2.32,1,1
2017-10-25,FO,-6.08,-6.08,0,0
2017-10-27,CLEAN|FRESH,-3.44,-3.44,0,0
2017-10-30,FO,-3.45,-3.45,0,0
2017-10-31,FO,-2.6,-2.6,0,0
2017-11-02,CLEAN|SPENT,-6.37,-6.37,0,0
2017-11-08,CLEAN|FRESH,3.95,1.33,1,1
2017-11-09,FO,0.73,0.73,0,0
2017-11-14,CLEAN|SPENT,0.38,-2.99,1,1
2017-11-15,FO,-4.06,-4.06,0,0
2017-11-17,POKED|FRESH,9.32,9.32,1,0
2017-11-21,POKED|SPENT,-3.65,-3.65,0,0
2017-11-23,CLEAN|SPENT,-3.01,-3.01,0,0
2017-11-27,FO,3.93,2.63,1,1
2017-11-29,FO,-3.18,-3.18,0,0
2017-11-30,CLEAN|FRESH,0.26,7.22,1,1
2017-12-01,POKED|FRESH,-3.07,-3.07,0,0
2017-12-04,CLEAN|FRESH,-3.66,-3.66,0,0
2017-12-05,POKED|FRESH,9.82,7.17,1,1
2017-12-06,POKED|FRESH,-3.95,-3.95,0,0
2017-12-07,FO,11.59,11.59,1,0
2017-12-08,POKED|FRESH,-2.87,-2.87,0,0
2017-12-11,CLEAN|SPENT,3.83,3.83,1,0
2017-12-12,POKED|SPENT,0.8,-3.53,1,1
2017-12-13,CLEAN|FRESH,-3.11,-3.11,0,0
2017-12-15,FO,2.32,-1.94,1,1
2017-12-18,FO,5.21,5.21,1,0
2017-12-19,FO,-3.55,-3.55,0,0
2017-12-20,POKED|FRESH,0.27,0.27,0,0
2017-12-22,FO,7.97,7.97,1,0
2017-12-26,FO,2.5,2.5,0,0
2017-12-27,CLEAN|FRESH,1.21,4.37,1,1
2017-12-28,FO,1.55,1.55,0,0
2017-12-29,CLEAN|FRESH,4.78,9.53,1,1
2018-01-02,FO,9.78,9.78,1,0
2018-01-04,CLEAN|FRESH,8.06,8.06,1,0
2018-01-11,POKED|SPENT,0.63,0.63,0,0
2018-01-12,FO,0.72,0.72,0,0
2018-01-23,FO,-4.69,-4.69,0,0
2018-01-24,FO,9.72,14.9,1,1
2018-01-25,FO,-9.23,-9.23,0,0
2018-01-26,FO,-0.91,-0.91,0,0
2018-01-29,FO,2.26,4.34,1,1
2018-02-07,POKED|SPENT,7.78,7.78,1,0
2018-02-08,FO,-9.7,-9.7,0,0
2018-02-09,CLEAN|FRESH,2.57,2.57,0,0
2018-02-13,POKED|FRESH,-0.34,-0.34,0,0
2018-02-14,CLEAN|SPENT,13.9,13.9,1,0
2018-02-15,POKED|FRESH,-5.65,-5.65,0,0
2018-02-16,FO,-7.61,-7.61,0,0
2018-02-19,POKED|FRESH,-0.66,-0.66,0,0
2018-02-20,FO,9.48,9.48,1,0
2018-02-22,FO,-4.95,-4.95,0,0
2018-02-23,FO,-4.02,-4.02,0,0
2018-02-26,FO,-6.73,-6.73,0,0
2018-03-01,FO,1.46,-6.51,1,1
2018-03-02,POKED|FRESH,1.67,1.67,0,0
2018-03-05,FO,-7.16,-7.16,0,0
2018-03-06,FO,9.44,9.48,1,1
2018-03-08,CLEAN|FRESH,0.6,0.6,0,0
2018-03-09,CLEAN|FRESH,-5.35,-5.35,0,0
2018-03-12,CLEAN|FRESH,2.33,-3.19,1,1
2018-03-13,FO,-7.67,-7.67,0,0
2018-03-16,CLEAN|SPENT,-0.23,-0.57,1,1
2018-03-19,FO,-5.26,-5.26,0,0
2018-03-23,FO,7.64,7.64,1,0
2018-03-26,POKED|SPENT,1.1,1.1,0,0
2018-03-27,CLEAN|FRESH,-4.39,-4.39,0,0
2018-03-29,CLEAN|SPENT,-2.38,-2.38,0,0
2018-04-05,POKED|FRESH,1.45,1.45,0,0
2018-04-06,FO,-7.46,-7.46,0,0
2018-04-09,CLEAN|FRESH,1.72,1.72,0,0
2018-04-10,CLEAN|FRESH,1.39,1.39,0,0
2018-04-11,FO,8.34,8,1,1
2018-04-16,POKED|FRESH,-4.06,-4.06,0,0
2018-04-19,FO,-7.6,-7.6,0,0
2018-04-20,FO,3.83,3.83,1,0
2018-04-23,POKED|FRESH,6.45,6.45,1,0
2018-04-25,FO,3.6,3.6,1,0
2018-04-26,CLEAN|FRESH,3.64,3.64,1,0
2018-05-01,FO,5,6.53,1,1
2018-05-04,CLEAN|FRESH,-3.14,-3.14,0,0
2018-05-08,FO,-6.4,-6.4,0,0
2018-05-09,FO,-6.89,-6.89,0,0
2018-05-10,POKED|SPENT,1.78,4.31,1,1
2018-05-11,POKED|SPENT,0.18,-0.74,1,1
2018-05-15,FO,18.32,18.2,1,1
2018-05-16,CLEAN|SPENT,-1.13,-1.13,0,0
2018-05-17,CLEAN|FRESH,-2.17,-2.17,0,0
2018-05-18,POKED|FRESH,-3.3,-3.3,0,0
2018-05-21,FO,0.98,-4.53,1,1
2018-05-22,FO,-4.6,-4.6,0,0
2018-05-23,CLEAN|SPENT,-4.66,-4.66,0,0
2018-05-24,FO,-3.04,-3.04,0,0
2018-05-25,POKED|FRESH,-2.22,-2.22,0,0
2018-05-29,CLEAN|FRESH,-4.55,-4.55,0,0
2018-05-31,FO,-3.7,-3.7,0,0
2018-06-01,POKED|FRESH,4.84,1.91,1,1
2018-06-04,FO,-3.97,-3.97,0,0
2018-06-05,CLEAN|FRESH,-2.14,-2.14,0,0
2018-06-06,POKED|FRESH,-2.13,-2.13,0,0
2018-06-07,FO,1.5,-2.62,1,1
2018-06-13,FO,0.66,-1.66,1,1
2018-06-19,POKED|FRESH,0.22,1.42,1,1
2018-06-20,POKED|FRESH,-3.48,-3.48,0,0
2018-06-21,FO,-5.49,-5.49,0,0
2018-06-26,FO,3.31,4.03,1,1
2018-06-27,CLEAN|SPENT,1.18,1.18,0,0
2018-06-28,FO,0.16,-2.71,1,1
2018-07-02,FO,9.32,9.32,1,0
2018-07-04,FO,-4.17,-4.17,0,0
2018-07-05,POKED|SPENT,-3.55,-3.55,0,0
2018-07-09,FO,1.37,-1.74,1,1
2018-07-11,CLEAN|FRESH,6.17,6.17,0,0
2018-07-13,FO,3.71,2.05,1,1
2018-07-16,POKED|SPENT,-1.03,-1.03,0,0
2018-07-17,CLEAN|SPENT,8.4,8.4,1,0
2018-07-18,POKED|FRESH,1.26,-2.82,1,1
2018-07-19,FO,6.3,-5.22,1,1
2018-07-27,CLEAN|SPENT,0.41,-2.9,1,1
2018-07-30,FO,-5.01,-5.01,0,0
2018-07-31,CLEAN|FRESH,-4.05,-4.05,0,0
2018-08-02,POKED|FRESH,6.66,6.66,1,0
2018-08-03,FO,-4.12,-4.12,0,0
2018-08-06,POKED|FRESH,5.61,5.61,1,0
2018-08-08,FO,-3.6,-3.6,0,0
2018-08-09,CLEAN|FRESH,-3.3,-3.3,0,0
2018-08-10,FO,-2.47,-2.47,0,0
2018-08-13,FO,4.09,12.97,1,1
2018-08-15,FO,11.6,11.6,1,0
2018-08-20,FO,2.85,2.85,0,0
2018-08-21,FO,-5.1,-5.1,0,0
2018-08-22,CLEAN|SPENT,0.11,-3.2,1,1
2018-08-23,FO,4.18,4.18,0,0
2018-08-27,POKED|SPENT,2.08,2.08,0,0
2018-08-28,POKED|FRESH,-4.45,-4.45,0,0
2018-08-29,POKED|SPENT,-4.04,-4.04,0,0
2018-09-04,POKED|FRESH,3.45,5.19,1,1
2018-09-06,FO,-3.45,-3.45,0,0
2018-09-10,FO,-4.38,-4.38,0,0
2018-09-11,CLEAN|FRESH,1.48,-3.4,1,1
2018-09-13,POKED|SPENT,1.11,-3.18,1,1
2018-09-14,FO,-4.71,-4.71,0,0
2018-09-18,POKED|FRESH,-4.79,-4.79,0,0
2018-09-19,POKED|FRESH,0.71,0.71,0,0
2018-09-20,CLEAN|SPENT,-3.53,-3.53,0,0
2018-09-21,POKED|FRESH,-3.43,-3.43,0,0
2018-09-24,CLEAN|FRESH,-3.6,-3.6,0,0
2018-09-27,CLEAN|FRESH,6.68,9.97,1,1
2018-09-28,POKED|FRESH,-3.3,-3.3,0,0
2018-10-01,FO,-2.11,-2.11,0,0
2018-10-02,CLEAN|FRESH,10.25,9.56,1,1
2018-10-04,POKED|FRESH,1.51,0.23,1,1
2018-10-05,FO,1.18,0.38,1,1
2018-10-09,CLEAN|FRESH,0.01,-2.48,1,1
2018-10-10,POKED|FRESH,0.07,-2.86,1,1
2018-10-15,FO,4.95,2.7,1,1
2018-10-16,CLEAN|FRESH,-3.06,-3.06,0,0
2018-10-17,CLEAN|SPENT,-2.74,-2.74,0,0
2018-10-18,CLEAN|SPENT,-2.87,-2.87,0,0
2018-10-19,FO,-3.62,-3.62,0,0
2018-10-25,FO,-4.83,-4.83,0,0
2018-10-30,FO,1.82,2.73,1,1
2018-10-31,FO,-0.43,-0.43,0,0
2018-11-02,CLEAN|SPENT,-3.31,-3.31,0,0
2018-11-06,FO,-3.18,-3.18,0,0
2018-11-08,CLEAN|FRESH,-4.67,-4.67,0,0
2018-11-09,CLEAN|FRESH,8.53,8.53,1,0
2018-11-12,FO,-0.09,6.16,1,1
2018-11-13,POKED|FRESH,-1.74,-1.74,0,0
2018-11-14,FO,0.58,-3.3,1,1
2018-11-15,FO,-3.98,-3.98,0,0
2018-11-16,CLEAN|FRESH,4.02,6.02,1,1
2018-11-19,POKED|FRESH,-0.72,-0.72,0,0
2018-11-20,POKED|FRESH,-3.42,-3.42,0,0
2018-11-21,CLEAN|FRESH,4.44,2.7,1,1
2018-11-22,FO,-1.16,-1.16,0,0
2018-11-26,POKED|SPENT,-0.77,-0.77,0,0
2018-11-27,CLEAN|FRESH,-2.62,-2.62,0,0
2018-11-28,CLEAN|FRESH,-3.05,-3.05,0,0
2018-11-29,FO,-3.01,-3.01,0,0
2018-12-04,FO,0.18,0.18,0,0
2018-12-06,CLEAN|SPENT,-3.78,-3.78,0,0
2018-12-07,CLEAN|FRESH,0.94,5.25,1,1
2018-12-11,FO,-3.9,-3.9,0,0
2018-12-14,FO,0.7,0.52,1,1
2018-12-18,POKED|FRESH,-0.11,-0.11,0,0
2018-12-19,CLEAN|SPENT,3.13,-2.84,1,1
2018-12-21,POKED|FRESH,-3.83,-3.83,0,0
2018-12-24,FO,4.09,4.09,0,0
2018-12-26,FO,-9.35,-9.35,0,0
2018-12-27,CLEAN|FRESH,2.38,2.38,1,0
2018-12-28,FO,-0.39,-0.39,0,0
2018-12-31,POKED|FRESH,1.02,1.02,0,0
2019-01-02,FO,-7.79,-7.79,0,0
2019-01-03,FO,-5.34,-5.34,0,0
2019-01-08,FO,-4.57,-4.57,0,0
2019-01-09,FO,-5.84,-5.84,0,0
2019-01-11,FO,-7.75,-7.75,0,0
2019-01-21,CLEAN|SPENT,1.05,0.56,1,1
2019-01-23,CLEAN|FRESH,-2.64,-2.64,0,0
2019-01-24,FO,-0.39,-0.39,0,0
2019-01-29,FO,2.45,6.81,1,1
2019-01-30,FO,-4.83,-4.83,0,0
2019-01-31,POKED|FRESH,0.88,-1.62,1,1
2019-02-01,CLEAN|SPENT,-4.46,-4.46,0,0
2019-02-04,FO,-0.59,-0.59,0,0
2019-02-05,CLEAN|FRESH,-4.41,-4.41,0,0
2019-02-08,CLEAN|FRESH,-2.84,-2.84,0,0
2019-02-13,FO,-4.36,-4.36,0,0
2019-02-14,CLEAN|SPENT,-4,-4,0,0
2019-02-18,CLEAN|FRESH,0.74,0.74,0,0
2019-02-19,POKED|SPENT,13.8,13.8,1,0
2019-02-22,POKED|SPENT,-3.24,-3.24,0,0
2019-02-26,CLEAN|FRESH,-2.99,-2.99,0,0
2019-02-27,FO,5.48,6.06,1,1
2019-02-28,CLEAN|SPENT,3.64,3.64,1,0
2019-03-01,FO,0.86,12.77,1,1
2019-03-04,FO,2.94,5.64,1,1
2019-03-05,POKED|FRESH,-2.76,-2.76,0,0
2019-03-06,CLEAN|SPENT,-2,-2,0,0
2019-03-07,FO,-4.49,-4.49,0,0
2019-03-11,FO,-3.05,-3.05,0,0
2019-03-12,POKED|FRESH,3.3,3.3,0,0
2019-03-13,FO,2.54,2.54,1,0
2019-03-18,CLEAN|FRESH,0.88,0.88,0,0
2019-03-19,CLEAN|FRESH,-3.23,-3.23,0,0
2019-03-20,POKED|SPENT,-3.2,-3.2,0,0
2019-03-21,FO,-5.2,-5.2,0,0
2019-03-22,FO,0.38,1.66,1,1
2019-03-25,FO,4.71,4.71,1,0
2019-03-27,CLEAN|FRESH,-4.27,-4.27,0,0
2019-03-28,POKED|SPENT,16.76,16.76,1,0
2019-03-29,CLEAN|FRESH,-4.57,-4.57,0,0
2019-04-01,CLEAN|FRESH,-3.84,-3.84,0,0
2019-04-05,FO,-4.61,-4.61,0,0
2019-04-08,FO,0.31,0.23,1,1
2019-04-09,CLEAN|FRESH,3.67,3.67,1,0
2019-04-10,CLEAN|FRESH,2.63,2.63,1,0
2019-04-12,CLEAN|FRESH,-3.11,-3.11,0,0
2019-04-15,FO,-1.05,-1.05,0,0
2019-04-16,FO,8.38,8.38,1,0
2019-04-17,POKED|SPENT,0.2,0.2,0,0
2019-04-18,FO,-3.53,-3.53,0,0
2019-04-23,FO,3.29,0.82,1,1
2019-04-25,POKED|FRESH,1.83,0.33,1,1
2019-04-26,FO,-4.17,-4.17,0,0
2019-05-02,POKED|FRESH,1.26,-0.8,1,1
2019-05-03,CLEAN|FRESH,-2.75,-2.75,0,0
2019-05-07,CLEAN|SPENT,-0.32,-0.32,0,0
2019-05-08,FO,0,-3.59,1,1
2019-05-10,FO,-3.58,-3.58,0,0
2019-05-13,POKED|SPENT,9.01,9.01,1,0
2019-05-15,POKED|SPENT,-3.41,-3.41,0,0
2019-05-16,CLEAN|FRESH,-2.17,-2.17,0,0
2019-05-17,POKED|SPENT,-2.33,-2.33,0,0
2019-05-20,FO,-3.18,-3.18,0,0
2019-05-21,FO,1.65,0.31,1,1
2019-05-22,FO,-2.44,-2.44,0,0
2019-05-24,CLEAN|FRESH,-2.06,-2.06,0,0
2019-05-30,FO,-3.4,-3.4,0,0
2019-05-31,FO,11.2,11.2,1,0
2019-06-03,POKED|FRESH,11.95,11.95,1,0
2019-06-04,POKED|FRESH,-5.72,-5.72,0,0
2019-06-05,CLEAN|FRESH,4.38,1.61,1,1
2019-06-06,POKED|FRESH,-0.37,-0.37,0,0
2019-06-07,CLEAN|SPENT,4.79,7.16,1,1
2019-06-10,FO,-1.06,-1.06,0,0
2019-06-11,CLEAN|FRESH,4.7,0.34,1,1
2019-06-12,FO,-3.34,-3.34,0,0
2019-06-13,POKED|FRESH,3.27,3.27,0,0
2019-06-14,CLEAN|FRESH,3.23,-1.41,1,1
2019-06-18,POKED|FRESH,5.38,3.2,1,1
2019-06-19,FO,-4.76,-4.76,0,0
2019-06-24,CLEAN|SPENT,5.77,5.77,0,0
2019-06-27,CLEAN|FRESH,-4.22,-4.22,0,0
2019-07-01,CLEAN|FRESH,-0.96,-0.96,0,0
2019-07-09,POKED|FRESH,-6.05,-6.05,0,0
2019-07-10,FO,-7.22,-7.22,0,0
2019-07-12,CLEAN|FRESH,-6.4,-6.4,0,0
2019-07-17,CLEAN|FRESH,-4.21,-4.21,0,0
2019-07-22,FO,-4.27,-4.27,0,0
2019-07-23,FO,-10.04,-10.04,0,0
2019-07-25,CLEAN|FRESH,1.34,-4.91,1,1
2019-07-30,POKED|FRESH,3.68,3.68,1,0
2019-07-31,CLEAN|FRESH,-4.3,-4.3,0,0
2019-08-01,FO,-12.58,-12.58,0,0
2019-08-05,FO,3.39,3.39,0,0
2019-08-07,CLEAN|FRESH,5.28,5.28,1,0
2019-08-12,CLEAN|SPENT,6.5,8.03,1,1
2019-08-13,FO,7.03,-8.65,1,1
2019-08-19,CLEAN|FRESH,3,8.4,1,1
2019-08-22,FO,1.13,-5.4,1,1
2019-08-23,FO,-5.44,-5.44,0,0
2019-08-27,CLEAN|FRESH,9.11,12.8,1,1
2019-08-28,POKED|FRESH,-6.25,-6.25,0,0
2019-08-29,CLEAN|FRESH,-6.29,-6.29,0,0
2019-09-02,FO,-7.4,-7.4,0,0
2019-09-06,CLEAN|FRESH,1.39,-7.92,1,1
2019-09-09,POKED|SPENT,1.74,1.74,0,0
2019-09-13,CLEAN|FRESH,1.5,-5.61,1,1
2019-09-18,CLEAN|SPENT,3.6,-3.19,1,1
2019-09-20,FO,-2.6,-2.6,0,0
2019-09-23,CLEAN|FRESH,4.09,4.09,0,0
2019-09-24,CLEAN|FRESH,-3.88,-3.88,0,0
2019-09-26,POKED|SPENT,-7.58,-7.58,0,0
2019-09-27,CLEAN|FRESH,9.55,0.89,1,1
2019-09-30,FO,16.28,17.19,1,1
2019-10-01,FO,-12.47,-12.47,0,0
2019-10-02,FO,-6.93,-6.93,0,0
2019-10-03,CLEAN|SPENT,-4.94,-4.94,0,0
2019-10-04,POKED|FRESH,-5.34,-5.34,0,0
2019-10-09,POKED|FRESH,-5.44,-5.44,0,0
2019-10-11,CLEAN|SPENT,2.73,3.67,1,1
2019-10-16,POKED|FRESH,-4.77,-4.77,0,0
2019-10-17,CLEAN|FRESH,-1.73,-1.73,0,0
2019-10-23,FO,1.72,0.29,1,1
2019-10-24,POKED|SPENT,4.12,7.92,1,1
2019-10-25,POKED|FRESH,9.7,-3.07,1,1
2019-10-28,FO,-3.26,-3.26,0,0
2019-10-29,CLEAN|SPENT,0.94,1.58,1,1
2019-10-31,FO,8.61,12.61,1,1
2019-11-01,CLEAN|SPENT,-4.29,-4.29,0,0
2019-11-04,POKED|SPENT,-3.56,-3.56,0,0
2019-11-05,POKED|FRESH,19.41,19.76,1,1
2019-11-07,CLEAN|FRESH,1.33,21.09,1,1
2019-11-08,CLEAN|FRESH,4.86,3.01,1,1
2019-11-11,POKED|FRESH,4.93,3.44,1,1
2019-11-12,FO,1.1,-5.06,1,1
2019-11-13,FO,1.98,1.98,0,0
2019-11-14,FO,4.44,4.44,1,0
2019-11-18,FO,-5,-5,0,0
2019-11-20,CLEAN|FRESH,-4.35,-4.35,0,0
2019-11-22,CLEAN|SPENT,-3.4,-3.4,0,0
2019-11-25,FO,2.85,2.85,0,0
2019-11-26,CLEAN|SPENT,-5.03,-5.03,0,0
2019-12-02,POKED|FRESH,-1.78,-1.78,0,0
2019-12-03,POKED|SPENT,13.71,12.81,1,1
2019-12-04,FO,-5.29,-5.29,0,0
2019-12-05,FO,-4.37,-4.37,0,0
2019-12-06,CLEAN|FRESH,-1.52,-1.52,0,0
2019-12-12,POKED|FRESH,-1.59,-1.59,0,0
2019-12-16,FO,-0.13,-0.13,0,0
2019-12-17,FO,-3.29,-3.29,0,0
2019-12-18,FO,-2.22,-2.22,0,0
2019-12-20,FO,-1.64,-1.64,0,0
2019-12-23,FO,2.55,2.55,0,0
2019-12-24,FO,8.29,8.29,1,0
2019-12-26,FO,5.67,5.67,0,0
2019-12-27,CLEAN|SPENT,-0.63,-0.63,0,0
2019-12-30,CLEAN|SPENT,-1.18,-1.18,0,0
2019-12-31,FO,-7.11,-7.11,0,0
2020-01-02,POKED|FRESH,4.81,6.75,1,1
2020-01-03,FO,4.62,4.62,0,0
2020-01-07,FO,5.58,5.58,0,0
2020-01-09,FO,4.7,1.68,1,1
2020-01-15,POKED|FRESH,2.65,2.65,0,0
2020-01-17,FO,2.74,2.74,0,0
2020-01-20,FO,-1.86,-1.86,0,0
2020-01-24,CLEAN|SPENT,5.73,6.66,1,1
2020-01-30,CLEAN|FRESH,-5.85,-5.85,0,0
2020-01-31,CLEAN|FRESH,6.83,6.34,1,1
2020-02-04,FO,16.42,16.42,1,0
2020-02-05,CLEAN|SPENT,-5.54,-5.54,0,0
2020-02-07,CLEAN|SPENT,-4.31,-4.31,0,0
2020-02-10,POKED|FRESH,-3.33,-3.33,0,0
2020-02-11,CLEAN|SPENT,-6.07,-6.07,0,0
2020-02-12,FO,-4.3,-4.3,0,0
2020-02-13,FO,0.66,0.66,0,0
2020-02-14,POKED|FRESH,5.11,5.11,0,0
2020-02-18,FO,0.43,15.17,1,1
2020-02-19,FO,0.01,5.81,1,1
2020-02-20,CLEAN|SPENT,2.03,5.72,1,1
2020-02-21,FO,10.22,15.34,1,1
2020-02-24,POKED|FRESH,-28.89,-28.89,0,0
2020-02-26,CLEAN|SPENT,-12.22,-12.22,0,0
2020-02-28,FO,45.55,45.55,1,0
2020-03-05,FO,14.51,32.22,1,1
2020-03-06,CLEAN|FRESH,-13.5,-13.5,0,0
2020-03-10,POKED|FRESH,0.08,0.08,0,0
2020-03-11,CLEAN|SPENT,15.01,15.01,1,0
2020-03-12,CLEAN|FRESH,41.84,43.54,1,1
2020-03-13,CLEAN|SPENT,25.14,25.14,1,0
2020-03-16,CLEAN|FRESH,30.26,9.08,1,1
2020-03-17,FO,-34.22,-34.22,0,0
2020-03-18,FO,21.41,21.41,1,0
2020-03-23,POKED|SPENT,49.01,49.01,1,0
2020-03-26,POKED|FRESH,8.96,11.05,1,1
2020-03-31,FO,33.6,33.6,1,0
2020-04-03,CLEAN|SPENT,-9.11,-9.11,0,0
2020-04-06,POKED|FRESH,42.63,42.63,1,0
2020-04-08,FO,-6.01,-6.01,0,0
2020-04-09,CLEAN|FRESH,7.1,32.89,1,1
2020-04-13,CLEAN|FRESH,23.59,23.59,1,0
2020-04-14,CLEAN|FRESH,2.6,0.06,1,1
2020-04-16,CLEAN|FRESH,10.23,-7.64,1,1
2020-04-21,POKED|FRESH,2.57,-1.92,1,1
2020-04-23,POKED|FRESH,4.22,12.14,1,1
2020-04-24,CLEAN|FRESH,-9.48,-9.48,0,0
2020-04-28,FO,-20.88,-20.88,0,0
2020-04-29,CLEAN|SPENT,-9.07,-9.07,0,0
2020-04-30,FO,-6.54,-6.54,0,0
2020-05-01,CLEAN|FRESH,-0.33,-9.68,1,1
2020-05-04,FO,1.57,1.57,0,0
2020-05-05,CLEAN|SPENT,-7.28,-7.28,0,0
2020-05-06,POKED|FRESH,-6.57,-6.57,0,0
2020-05-08,CLEAN|FRESH,-9.47,-9.47,0,0
2020-05-11,CLEAN|FRESH,1.64,1.64,0,0
2020-05-13,FO,1.27,8.35,1,1
2020-05-14,CLEAN|FRESH,9.7,9.7,1,0
2020-05-15,CLEAN|FRESH,3.79,13.37,1,1
2020-05-18,FO,-28.65,-28.65,0,0
2020-05-20,POKED|FRESH,-7.66,-7.66,0,0
2020-05-21,FO,10.5,10.5,1,0
2020-05-25,FO,-4.79,-4.79,0,0
2020-05-26,POKED|FRESH,13.22,13.22,1,0
2020-05-27,FO,-0.24,-8.87,1,1
2020-05-29,FO,11.24,11.24,1,0
2020-06-01,FO,-14.2,-14.2,0,0
2020-06-02,POKED|FRESH,-8.86,-8.86,0,0
2020-06-03,POKED|FRESH,22.1,22.1,1,0
2020-06-05,CLEAN|FRESH,13.37,24.07,1,1
2020-06-09,CLEAN|FRESH,-11.41,-11.41,0,0
2020-06-10,FO,1.11,-6.47,1,1
2020-06-11,POKED|SPENT,-10.23,-10.23,0,0
2020-06-12,CLEAN|FRESH,2.03,1.35,1,1
2020-06-16,CLEAN|FRESH,-9.08,-9.08,0,0
2020-06-17,FO,-6.55,-6.55,0,0
2020-06-22,CLEAN|SPENT,-3.89,-3.89,0,0
2020-06-23,CLEAN|FRESH,9.02,9.02,0,0
2020-06-24,POKED|SPENT,-7.43,-7.43,0,0
2020-06-25,POKED|FRESH,-3.76,-3.76,0,0
2020-06-30,POKED|FRESH,-4.87,-4.87,0,0
2020-07-01,FO,-4.39,-4.39,0,0
2020-07-02,FO,-6.66,-6.66,0,0
2020-07-07,POKED|SPENT,8.65,8.65,1,0
2020-07-08,CLEAN|FRESH,13.23,12.39,1,1
2020-07-09,FO,-7.01,-7.01,0,0
2020-07-10,POKED|SPENT,0.29,-4.95,1,1
2020-07-13,FO,-2.95,-2.95,0,0
2020-07-14,FO,-8.02,-8.02,0,0
2020-07-15,CLEAN|FRESH,-5.43,-5.43,0,0
