# h0_tickfeat v2 (SIGNAL BAR j — Engineer BLOCKING-1 fix; v1 f1bdba72 โมฆะ) | ROLL_D=60 MIN_OBS=30 | Dukascopy M1 col6 | baseline ok-days past-only | reads day_facts date/status/traded/entry_time + h0_features asian_width ONLY (no P&L)
date,tick_sig,rel_tick_sig,rjR,asian_ticks,rel_tick_asian,tick_cov_asian,base_obs_sig
2015-08-04,,,,25918,1.51139,1,0
2015-08-05,245,1.44543,0.567976,25251,1.42613,1,60
2015-08-06,,,,18091,1.00361,1,0
2015-08-07,162,2.53125,0.307229,17678,0.974317,1,60
2015-08-10,49,1.225,0.0892857,18800,1.03616,1,60
2015-08-11,89,1.28986,0.0603127,32222,1.75836,1,60
2015-08-12,166,2.88696,0.0563747,28145,1.51102,1,60
2015-08-13,,,,34697,1.83898,1,0
2015-08-14,,,,24096,1.25575,1,0
2015-08-17,79,1.08219,0.0647668,17682,0.90533,1,60
2015-08-18,41,0.58156,0.0662252,16732,0.856689,1,60
2015-08-19,,,,14813,0.758435,1,0
2015-08-20,114,1.8843,0.0618557,20321,1.04045,0.96,60
2015-08-21,,,,29520,1.50313,1,0
2015-08-24,318,2.71795,0.533265,40190,2.03123,1,60
2015-08-25,,,,32825,1.63565,1,0
2015-08-26,112,2.63529,0.0498024,30241,1.49176,1,60
2015-08-27,251,2.15451,0.155738,31609,1.54919,1,60
2015-08-28,196,3.18699,0.0591195,30258,1.476,1,60
2015-08-31,,,,28192,1.36335,1,0
2015-09-01,131,1.55952,0.0988235,25848,1.2358,1,60
2015-09-02,162,1.73262,0.127835,24441,1.13155,0.998,60
2015-09-03,127,2.15254,0.455939,14874,0.688627,1,60
2015-09-04,90,1.95652,0.252525,20017,0.926734,0.998,60
2015-09-07,309,3.28723,0.304654,28068,1.29947,0.998,60
2015-09-08,,,,21925,1.01507,1,0
2015-09-09,,,,23041,1.04411,1,0
2015-09-10,,,,26334,1.16391,1,0
2015-09-11,51,0.542553,0.103139,16499,0.712454,0.998,60
2015-09-14,141,2.73786,0.155689,19040,0.822178,1,60
2015-09-15,36,0.642857,0.182143,14339,0.619181,0.998,60
2015-09-16,,,,12609,0.544477,1,0
2015-09-17,,,,20886,0.901891,1,0
2015-09-18,124,2.69565,0.160944,26938,1.16323,1,60
2015-09-21,,,,17157,0.728427,1,0
2015-09-22,139,1.97163,0.224806,12003,0.509606,0.998,60
2015-09-23,,,,14005,0.594604,1,0
2015-09-24,102,1.2439,0.0390244,20388,0.865604,1,60
2015-09-25,,,,33535,1.4481,1,0
2015-09-28,,,,19346,0.821364,1,0
2015-09-29,18,0.382979,0.0327869,22852,0.970217,1,60
2015-09-30,95,1.03825,0.140152,22497,0.971457,1,60
2015-10-01,83,1.12162,0.140845,18071,0.780335,1,60
2015-10-02,208,2.36364,1.06084,17766,0.767165,1,60
2015-10-05,,,,27913,1.21644,1,0
2015-10-06,101,1.23171,0.272031,18794,0.819036,1,60
2015-10-07,,,,0,0,0,0
2015-10-09,,,,0,0,0,0
2015-10-12,132,1.71429,0.142857,18377,0.800863,1,60
2015-10-13,,,,0,0,0,0
2015-10-15,,,,0,0,0,0
2015-10-16,238,1.87402,0.17128,22612,0.985423,1,60
2015-10-19,,,,26831,1.18032,1,0
2015-10-20,,,,20406,0.897677,1,0
2015-10-21,,,,25776,1.15751,1,0
2015-10-22,357,2.8,0.964179,27679,1.21762,1,60
2015-10-23,,,,25948,1.1308,1,0
2015-10-26,,,,24388,1.0406,1,0
2015-10-27,288,3.94521,0.639566,17060,0.711901,0.998,60
2015-10-28,74,0.980132,0.0878136,19915,0.849743,1,60
2015-10-29,270,3.77622,0.205674,26670,1.16227,1,60
2015-10-30,243,4.30088,0.360577,33509,1.46031,0.998,60
2015-11-02,212,1.51971,0.0752688,27420,1.19495,1,60
2015-11-03,165,2.64,0.297913,17749,0.773495,1,60
2015-11-04,110,1.45695,0.133829,28382,1.24855,1,60
2015-11-05,131,1.75839,0.172662,25355,1.11539,1,60
2015-11-06,457,2.7697,2.40787,23462,1.02247,1,60
2015-11-09,102,0.68,0.0721649,23445,1.00832,1,60
2015-11-10,357,4.10345,0.474227,23384,0.997037,1,60
2015-11-11,75,0.735294,0.0648536,20139,0.860108,1,60
2015-11-12,91,1.4918,0.104738,20937,0.901971,1,60
2015-11-13,237,1.40653,0.280561,28934,1.26093,1,60
2015-11-16,86,1.21127,0.0159744,38723,1.6682,1,60
2015-11-17,329,2.42804,0.256127,24076,1.02825,1,60
2015-11-18,,,,33375,1.42303,1,0
2015-11-19,354,2.01136,0.182112,34957,1.49048,1,60
2015-11-20,114,2.59091,0.0402576,29777,1.26962,1,60
2015-11-23,300,1.84615,0.180785,34131,1.45526,1,60
2015-11-24,,,,27481,1.17172,1,0
2015-11-25,,,,28854,1.21393,1,0
2015-11-26,,,,23894,0.986052,1,0
2015-11-27,152,2.45161,0.0635838,26389,1.08901,1,60
2015-11-30,,,,29672,1.2245,1,0
2015-12-01,,,,32458,1.32946,1,0
2015-12-02,,,,22348,0.897582,1,0
2015-12-03,,,,36874,1.51033,1,0
2015-12-04,420,3.88889,0.453629,38026,1.55752,1,60
2015-12-07,,,,31184,1.27727,1,0
2015-12-08,,,,31229,1.27912,1,0
2015-12-09,312,5.11475,0.68172,24567,1.00625,1,60
2015-12-10,136,0.978417,0.17773,30665,1.25602,0.998,60
2015-12-11,213,3.67241,0.219547,29722,1.21739,1,60
2015-12-14,,,,29445,1.20605,1,0
2015-12-15,,,,31405,1.28302,1,0
2015-12-16,,,,19808,0.793558,1,0
2015-12-17,,,,35601,1.42626,1,0
2015-12-18,,,,32488,1.27078,1,0
2015-12-21,154,2.36923,0.072238,25995,1.00514,1,60
2015-12-22,62,0.742515,0.0891089,26340,1.01848,1,60
2015-12-23,35,0.555556,0.0664207,32390,1.24714,1,60
2015-12-24,,,,30728,1.17428,1,0
2015-12-28,,,,37688,1.44026,0.998,0
2015-12-29,,,,37153,1.40174,1,0
2015-12-30,128,1.62025,0.142373,37723,1.41018,1,60
2015-12-31,180,2.95082,0.321285,31904,1.18671,1,60
2016-01-04,,,,39536,1.45752,1,0
2016-01-05,83,0.988095,0.024077,26713,0.973133,1,60
2016-01-06,140,1.86667,0.163265,33673,1.22668,1,60
2016-01-07,307,2.51639,0.212335,46646,1.6913,1,60
2016-01-08,,,,38847,1.38588,1,0
2016-01-11,,,,17489,0.623928,1,0
2016-01-12,222,3.66942,0.240557,35060,1.25078,1,60
2016-01-13,226,3.16084,0.222664,34531,1.20662,1,60
2016-01-14,,,,32874,1.13774,1,0
2016-01-15,,,,34329,1.17607,1,0
2016-01-18,,,,39257,1.32811,1,0
2016-01-19,219,2.40659,0.133333,37546,1.27023,1,60
2016-01-20,146,1.83648,0.0459259,32058,1.0795,1,60
2016-01-21,198,2.55484,0.0488959,32696,1.09904,1,60
2016-01-22,338,2.29153,0.378173,29468,0.975084,1,60
2016-01-25,,,,21646,0.716257,1,0
2016-01-26,65,0.970149,0.0588235,27602,0.913338,1,60
2016-01-27,,,,27345,0.904834,1,0
2016-01-28,,,,29561,0.978161,1,0
2016-01-29,,,,33913,1.12217,1,0
2016-02-01,201,2.49689,0.136888,37172,1.20202,1,60
2016-02-02,,,,25408,0.821614,1,0
2016-02-03,178,2.15758,0.263492,28863,0.933338,1,60
2016-02-04,124,1.26531,0.149877,36451,1.17871,1,60
2016-02-05,162,2.26573,0.148883,33297,1.06699,1,60
2016-02-08,105,1.48936,0.0577778,36311,1.15947,1,60
2016-02-09,135,1.53409,0.071161,44013,1.39042,1,60
2016-02-10,327,3.02778,0.101142,41119,1.28573,1,60
2016-02-11,399,4.15625,0.168636,40956,1.27098,1,60
2016-02-12,,,,53289,1.6435,1,0
2016-02-15,,,,61402,1.89086,1,0
2016-02-16,,,,46822,1.44187,1,0
2016-02-17,,,,50660,1.55437,1,0
2016-02-18,157,1.89157,0.150376,40569,1.24475,1,60
2016-02-19,222,2.6747,0.180157,41875,1.27726,1,60
2016-02-22,,,,46517,1.41885,1,0
2016-02-23,,,,54577,1.66469,1,0
2016-02-24,141,1.61143,0.0687117,53851,1.62763,1,60
2016-02-25,261,4.8785,0.0281871,65289,1.97334,1,60
2016-02-26,,,,47310,1.41287,1,0
2016-02-29,,,,52108,1.54198,1,0
2016-03-01,,,,55965,1.64019,1,0
2016-03-02,,,,47804,1.38844,1,0
2016-03-03,309,2.95694,0.356643,48421,1.39159,1,60
2016-03-04,265,2.10317,0.289873,51667,1.48488,1,60
2016-03-07,127,1.5679,0.0563025,63656,1.82943,1,60
2016-03-08,305,3.31522,0.215031,54349,1.5383,1,60
2016-03-09,355,3.8587,0.192943,55145,1.53368,1,60
2016-03-10,334,3.02262,0.148289,54357,1.4941,1,60
2016-03-11,,,,58344,1.58535,1,0
2016-03-14,333,1.66085,0.153971,44905,1.20834,1,60
2016-03-15,,,,50550,1.35309,1,0
2016-03-16,397,3.95025,0.439759,48426,1.28734,1,60
2016-03-17,218,2.20202,0.084788,66874,1.77359,1,60
2016-03-18,,,,63618,1.6617,1,0
2016-03-21,303,3.60714,0.312558,51006,1.30146,1,60
2016-03-22,,,,43596,1.08847,1,0
2016-03-23,253,2.09091,0.0464063,48156,1.18138,1,60
2016-03-24,352,2.22785,0.369487,51946,1.26582,1,60
2016-03-28,,,,43018,1.03665,1,0
2016-03-29,235,1.71533,0.0713154,40850,0.962388,1,60
2016-03-30,246,1.9759,0.309202,35917,0.846171,1,60
2016-03-31,220,1.52778,0.115635,45326,1.06784,1,60
2016-04-01,219,2.10577,0.112403,43671,1.00841,1,60
2016-04-04,225,1.52027,0.15674,51019,1.16926,1,60
2016-04-05,283,1.40447,0.0223695,54821,1.25042,0.998,60
2016-04-06,,,,47513,1.08373,1,0
2016-04-07,,,,51522,1.15887,1,0
2016-04-08,157,0.846361,0.135417,44248,0.980772,1,60
2016-04-11,447,2.73394,0.11848,52690,1.16789,1,60
2016-04-12,361,2.888,0.176036,42994,0.93625,1,60
2016-04-13,,,,43466,0.946528,1,0
2016-04-14,309,1.78098,0.217613,44584,0.970874,1,60
2016-04-15,,,,43459,0.946376,1,0
2016-04-18,236,1.78788,0.354067,41401,0.90156,1,60
2016-04-19,,,,42228,0.919569,1,0
2016-04-20,,,,47329,1.03065,1,0
2016-04-21,238,2.28846,0.123583,46523,0.996861,1,60
2016-04-22,309,0.996774,0.157596,45988,0.985334,1,60
2016-04-25,,,,46039,0.986427,1,0
2016-04-26,341,2.22876,0.161017,44398,0.951267,1,60
2016-04-27,227,1.57639,0.298643,40499,0.867727,1,60
2016-04-28,279,1.81759,0.12945,46641,0.999325,1,60
2016-04-29,389,1.71744,0.106356,45106,0.965216,1,60
2016-05-02,97,0.898148,0.0481283,42474,0.908894,1,60
2016-05-03,206,1.4767,0.32626,39046,0.835539,1,60
2016-05-04,337,3.06364,0.334826,43341,0.927447,1,60
2016-05-05,246,1.75089,0.240271,43084,0.921948,1,60
2016-05-06,,,,44382,0.949723,1,0
2016-05-09,,,,48797,1.0442,1,0
2016-05-10,326,1.45212,0.200292,45724,0.971487,1,60
2016-05-11,,,,35300,0.755379,1,0
2016-05-12,430,1.62264,0.465211,41250,0.885535,1,60
2016-05-13,,,,46331,0.995937,1,0
2016-05-16,240,1.44578,0.0739437,48307,1.03841,1,60
2016-05-17,,,,47949,1.02935,1,0
2016-05-18,,,,49735,1.05874,1,0
2016-05-19,148,1.33333,0.0689103,45450,0.967526,1,60
2016-05-20,202,1.85321,0.180036,36485,0.783242,1,60
2016-05-23,95,0.826087,0.0304288,49672,1.06989,1,60
2016-05-24,185,1.33094,0.0659767,43573,0.938527,1,60
2016-05-25,199,1.45255,0.0641399,46617,1.00935,1,60
2016-05-26,141,0.946309,0.0470852,47352,1.02527,1,60
2016-05-27,350,1.81818,0.0521739,40494,0.876778,1,60
2016-05-30,,,,45514,0.989144,1,0
2016-05-31,,,,37195,0.80835,1,0
2016-06-01,236,1.19797,0.100709,35539,0.775013,1,60
2016-06-02,,,,39821,0.873517,1,0
2016-06-03,,,,39034,0.860007,1,0
2016-06-06,,,,41655,0.921245,1,0
2016-06-07,,,,28057,0.623413,1,0
2016-06-08,197,1.75111,0.137763,33785,0.755065,1,60
2016-06-09,270,1.2357,0.121317,29987,0.674001,1,60
2016-06-10,200,1.31148,0.18932,25347,0.571007,1,60
2016-06-13,290,2.56637,0.187919,39992,0.902448,1,60
2016-06-14,122,0.945736,0.118483,31731,0.721823,1,60
2016-06-15,171,1.14,0.0837696,29211,0.669463,1,60
2016-06-16,136,1.34653,0.040404,46807,1.07394,1,60
2016-06-17,,,,39556,0.90679,1,0
2016-06-20,234,2.21801,0.121644,40280,0.925562,1,60
2016-06-21,150,1.40187,0.0895197,43549,1.00199,1,60
2016-06-22,185,1.4741,0.135857,36092,0.829558,1,60
2016-06-23,136,1.277,0.0880759,27391,0.62957,1,60
2016-06-24,,,,87691,2.01554,1,0
2016-06-27,,,,54694,1.25712,1,0
2016-06-28,,,,42640,0.980061,1,0
2016-06-29,306,1.32755,0.104882,41533,0.955605,1,60
2016-06-30,115,0.982906,0.121519,35376,0.815115,1,60
2016-07-01,235,1.34286,0.141232,40483,0.936835,1,60
2016-07-04,,,,43468,1.00997,1,0
2016-07-05,388,1.41091,0.0832158,40379,0.938196,1,60
2016-07-06,188,1.72477,0.061875,38858,0.907537,1,60
2016-07-07,,,,35817,0.841624,1,0
2016-07-08,262,1.52326,0.097429,35888,0.847394,1,60
2016-07-11,,,,49544,1.18126,1,0
2016-07-12,407,3.76852,0.29932,41857,0.997985,1,60
2016-07-13,,,,49371,1.18237,1,0
2016-07-14,207,1.656,0.0870406,43689,1.03916,1,60
2016-07-15,381,1.57113,0.102041,45072,1.06893,1,60
2016-07-18,,,,39946,0.947362,1,0
2016-07-19,,,,38046,0.91115,1,0
2016-07-20,,,,39908,0.959465,1,0
2016-07-21,,,,38845,0.938478,1,0
2016-07-22,,,,46068,1.12706,1,0
2016-07-25,322,1.22433,0.112967,39380,0.951403,1,60
2016-07-26,,,,43118,1.05495,1,0
2016-07-27,,,,31469,0.76994,0.995,0
2016-07-28,101,0.615854,0.0745921,38495,0.950764,1,60
2016-07-29,368,1.68037,0.109732,53548,1.32255,1,60
2016-08-01,292,1.38717,0.121771,44606,1.1017,1,60
2016-08-02,364,2,0.503536,33258,0.821418,1,60
2016-08-03,,,,33057,0.817615,1,0
2016-08-04,,,,48862,1.21157,1,0
2016-08-05,256,3.04762,0.364384,29182,0.723589,1,60
2016-08-08,287,2.15789,0.209913,40257,0.998202,1,60
2016-08-09,62,0.746988,0.138021,25091,0.623092,1,60
2016-08-10,201,1.47253,0.0812147,43176,1.07605,1,60
2016-08-11,211,0.917391,0.101246,35607,0.887413,1,60
2016-08-12,,,,36631,0.916485,1,0
2016-08-15,300,1.53453,0.304709,29766,0.745511,1,60
2016-08-16,249,1.22059,0.0708661,34018,0.852005,1,60
2016-08-17,,,,31314,0.785511,1,0
2016-08-18,,,,46455,1.16532,1,0
2016-08-19,,,,35909,0.900776,1,0
2016-08-22,,,,68389,1.72314,1,0
2016-08-23,,,,39576,0.997165,1,0
2016-08-24,517,2.54054,2.70468,32572,0.823232,0.998,60
2016-08-25,196,2.04167,0.213675,28387,0.719241,1,60
2016-08-26,365,1.27178,0.823096,21622,0.547836,1,60
2016-08-29,,,,35592,0.901794,1,0
2016-08-30,241,1.26842,0.261128,36815,0.93899,1,60
2016-08-31,444,1.85386,0.238173,41260,1.05473,1,60
2016-09-01,285,2.2179,0.153251,28505,0.728674,1,60
2016-09-02,,,,31187,0.797234,1,0
2016-09-05,387,2.80435,0.358896,33058,0.845063,1,60
2016-09-06,329,1.80274,0.366477,31942,0.816534,1,60
2016-09-07,,,,41638,1.06439,1,0
2016-09-08,178,1.65581,0.0804196,29483,0.74701,1,60
2016-09-09,77,0.576779,0.135802,29633,0.750811,1,60
2016-09-12,351,3.71429,0.163065,38375,0.980981,1,60
2016-09-13,253,2.35349,0.362256,40470,1.03454,1,60
2016-09-14,,,,37950,0.961538,1,0
2016-09-15,120,1.42012,0.122642,29154,0.745264,1,60
2016-09-16,234,1.97468,0.0811881,23389,0.60201,1,60
2016-09-19,,,,35851,0.927101,1,0
2016-09-20,,,,24239,0.630649,1,0
2016-09-21,210,1.57895,0.0379538,30844,0.802498,1,60
2016-09-22,279,1.10495,0.382514,29426,0.765604,1,60
2016-09-23,271,2.65686,0.146226,31844,0.833383,1,60
2016-09-26,402,1.54023,0.32128,26567,0.699168,1,60
2016-09-27,,,,36689,0.981449,1,0
2016-09-28,190,1.44487,0.109375,28479,0.774897,1,60
2016-09-29,243,1.72954,0.20082,34498,0.93867,1,60
2016-09-30,557,2.14231,0.453488,38066,1.03835,1,60
2016-10-03,300,1.31868,0.183453,30428,0.830005,1,60
2016-10-04,225,1.33929,0.126482,34449,0.949793,1,60
2016-10-05,238,1.40828,0.102207,36985,1.01971,1,60
2016-10-06,202,1.47985,0.0676856,27021,0.73707,1,60
2016-10-07,306,1.56122,0.433333,28253,0.778963,1,60
2016-10-10,,,,21199,0.590831,1,0
2016-10-11,269,2.78756,0.220524,29115,0.814884,1,60
2016-10-12,346,2.0413,0.182493,30085,0.845096,1,60
2016-10-13,,,,34419,0.982137,1,0
2016-10-14,187,0.842342,0.194149,30969,0.898342,1,60
2016-10-17,,,,27367,0.794767,1,0
2016-10-18,136,1.09677,0.0489865,27547,0.805032,1,60
2016-10-19,261,2.32,0.730198,23346,0.694037,1,60
2016-10-20,355,1.40873,0.560417,25127,0.757807,1,60
2016-10-21,,,,25286,0.770574,1,0
2016-10-24,,,,22621,0.701274,1,0
2016-10-25,,,,23973,0.743188,1,0
2016-10-26,,,,21153,0.663249,1,0
2016-10-27,,,,29967,0.948953,1,0
2016-10-28,,,,19416,0.623477,1,0
2016-10-31,,,,23018,0.744762,1,0
2016-11-01,164,2.77966,0.10274,26284,0.857945,1,60
2016-11-02,209,2.45882,0.151042,36482,1.20576,1,60
2016-11-03,,,,44212,1.44314,1,0
2016-11-04,404,2.07179,0.183175,38461,1.25542,1,60
2016-11-07,141,1.28182,0.0627306,47094,1.52376,1,60
2016-11-08,138,1.04545,0.115385,31913,1.03257,1,60
2016-11-09,,,,129901,4.20303,1,0
2016-11-10,395,1.74009,0.0631944,53605,1.73442,1,60
2016-11-11,422,1.77684,0.258922,64344,2.08189,1,60
2016-11-14,446,1.85447,0.0759289,66104,2.13884,1,60
2016-11-15,448,1.84362,0.194746,45228,1.46338,1,60
2016-11-16,263,2.26724,0.10073,46639,1.50904,1,60
2016-11-17,385,1.74603,0.197397,38365,1.24132,1,60
2016-11-18,282,2.4,0.39227,46072,1.49069,1,60
2016-11-21,,,,42587,1.37793,1,0
2016-11-22,,,,42310,1.34717,1,0
2016-11-23,81,0.910112,0.136986,8887,0.278777,0.962,60
2016-11-24,262,1.5503,0.193056,38941,1.2399,1,60
2016-11-25,,,,47145,1.50112,1,0
2016-11-28,,,,49285,1.56926,1,0
2016-11-29,,,,38587,1.22863,1,0
2016-11-30,208,1.33762,0.151049,44734,1.42435,1,60
2016-12-01,,,,47781,1.49885,1,0
2016-12-02,97,0.850877,0.0467836,40823,1.28058,1,60
2016-12-05,,,,52656,1.65177,1,0
2016-12-06,,,,34401,1.03724,1,0
2016-12-07,,,,26556,0.771752,1,0
2016-12-08,,,,33205,1.00145,1,0
2016-12-09,348,3.02609,0.222025,29800,0.915262,1,60
2016-12-12,383,2.60544,0.580311,35523,1.11432,1,60
2016-12-13,139,1.72671,0.0787589,31279,0.960687,1,60
2016-12-14,,,,25694,0.789152,1,0
2016-12-15,257,2.31532,0.0393375,44544,1.39731,1,60
2016-12-16,,,,31835,0.977763,1,0
2016-12-19,128,0.771084,0.0896552,31186,0.95783,1,60
2016-12-20,,,,40188,1.23431,1,0
2016-12-21,,,,31163,0.9219,1,0
2016-12-22,250,1.95312,0.233333,28872,0.854125,1,60
2016-12-23,,,,10550,0.324027,0.998,0
2016-12-27,44,0.486188,0.0651163,14134,0.434104,1,60
2016-12-28,74,0.986667,0.05,12299,0.385863,0.998,60
2016-12-29,87,0.945652,0.0961538,33608,1.06499,1,60
2016-12-30,,,,24520,0.769279,1,0
2017-01-03,,,,28910,0.91612,1,0
2017-01-04,74,1.12121,0.0594595,38299,1.22625,1,60
2017-01-05,259,2.86188,0.0542373,51377,1.62807,1,60
2017-01-06,,,,41744,1.30966,1,0
2017-01-09,230,1.54362,0.117172,29003,0.890783,1,60
2017-01-10,105,1.44828,0.0522496,31874,0.978961,0.833,60
2017-01-11,238,1.78947,0.123209,33311,1.0231,1,60
2017-01-12,,,,8502,0.255638,0.283,0
2017-01-17,,,,0,0,0,0
2017-01-19,258,2.3139,0.122208,55448,1.66721,1,60
2017-01-20,134,1.32673,0.0343053,37168,1.11757,1,60
2017-01-23,,,,49232,1.47139,1,0
2017-01-24,,,,36592,1.07609,1,0
2017-01-25,247,1.71528,0.0514019,36672,1.04891,1,60
2017-01-26,188,2.18605,0.113725,37426,1.03954,1,60
2017-01-27,51,0.432203,0.0987261,36047,0.986589,1,60
2017-01-30,186,0.911765,0.204741,34094,0.933136,1,60
2017-01-31,358,2.8189,0.207527,44002,1.20431,1,60
2017-02-01,,,,44217,1.20706,1,0
2017-02-02,349,2.43206,0.0622172,49012,1.32752,1,60
2017-02-03,405,1.67702,0.148973,46885,1.25707,1,60
2017-02-06,326,2.91071,0.333333,47127,1.24469,1,60
2017-02-07,216,1.45946,0.0909091,43185,1.1266,1,60
2017-02-08,251,1.73103,0.75,44308,1.15346,1,60
2017-02-09,174,1.17172,0.223464,45828,1.1896,1,60
2017-02-10,197,1.73568,0.174927,53082,1.37789,1,60
2017-02-13,,,,47133,1.19665,1,0
2017-02-14,395,1.55512,0.163543,42292,1.07374,1,60
2017-02-15,234,1.75281,0.0795229,37980,0.93765,1,60
2017-02-16,298,1.9541,0.444444,47170,1.19759,1,60
2017-02-17,249,1.68814,0.604878,35443,0.899854,1,60
2017-02-20,,,,31557,0.820174,1,0
2017-02-21,234,1.70182,0.145873,36372,0.945317,1,60
2017-02-22,103,1.36424,0.0488506,32400,0.845247,1,60
2017-02-23,125,1.09649,0.175439,36220,0.949672,1,60
2017-02-24,148,1.23333,0.48227,32915,0.873007,1,60
2017-02-27,369,1.30619,0.160287,35569,0.953669,1,60
2017-02-28,88,1.07317,0.0650155,35554,0.963001,1,60
2017-03-01,257,1.95437,0.36756,76277,2.08225,1,60
2017-03-02,169,1.40249,0.142857,37806,1.03205,1,60
2017-03-03,235,1.77358,0.240204,40663,1.10138,1,60
2017-03-06,115,1.48387,0.106977,43055,1.16617,1,60
2017-03-07,155,1.0473,0.102564,33499,0.90734,1,60
2017-03-08,214,1.58519,0.0839002,36446,0.994922,1,60
2017-03-09,281,2.02158,0.127451,44196,1.21022,1,60
2017-03-10,270,2.17742,0.244898,38957,1.06676,1,60
2017-03-13,,,,35524,0.972754,0.998,0
2017-03-14,,,,31759,0.869657,1,0
2017-03-15,340,1.55963,0.197292,24690,0.676086,1,60
2017-03-16,176,2.13333,0.0382775,44869,1.22865,1,60
2017-03-17,143,1.58011,0.083871,26531,0.724257,1,60
2017-03-20,271,2.04528,0.0588235,28231,0.770665,0.998,60
2017-03-21,184,0.840183,0.203106,34973,0.954712,1,60
2017-03-22,185,2.22892,0.172,38332,1.04641,1,60
2017-03-23,183,1.31183,0.0426136,33248,0.907622,1,60
2017-03-24,,,,32797,0.89531,1,0
2017-03-27,175,1.38889,0.0636998,36170,0.987388,1,60
2017-03-28,176,1.17333,0.15,25025,0.68526,1,60
2017-03-29,,,,30471,0.834388,1,0
2017-03-30,324,1.28571,0.222628,24079,0.659355,1,60
2017-03-31,,,,31947,0.874805,1,0
2017-04-03,,,,22429,0.614173,1,0
2017-04-04,91,0.679104,0.124744,26414,0.723295,1,60
2017-04-05,204,0.940092,0.186275,27508,0.753252,1,60
2017-04-06,164,1.21933,0.0421585,35347,0.967907,1,60
2017-04-07,421,1.5947,0.412108,57185,1.5659,0.998,60
2017-04-10,190,0.690909,0.115578,29718,0.813768,1,60
2017-04-11,,,,30394,0.834794,1,0
2017-04-12,,,,38197,1.05237,1,0
2017-04-13,174,1.44398,0.125,42650,1.17141,1,60
2017-04-17,,,,36268,0.993127,1,0
2017-04-18,161,1.30894,0.0833333,36277,0.996375,1,60
2017-04-19,,,,29764,0.819392,1,0
2017-04-20,270,3.03371,0.282313,29657,0.817617,1,60
2017-04-21,159,0.760766,0.257426,25738,0.710131,1,60
2017-04-24,,,,47032,1.29941,1,0
2017-04-25,174,1.98857,0.0776699,32726,0.904158,1,60
2017-04-26,,,,34099,0.942091,1,0
2017-04-27,78,0.6,0.104712,33598,0.92825,1,60
2017-04-28,,,,31208,0.870043,1,0
2017-05-01,,,,20477,0.575819,1,0
2017-05-02,241,2.43434,0.337719,30135,0.847942,1,60
2017-05-03,52,0.670968,0.136054,16284,0.458918,1,60
2017-05-04,186,2,0.109137,25116,0.709592,1,60
2017-05-05,,,,31895,0.907139,1,0
2017-05-08,,,,35464,1.02687,1,0
2017-05-09,173,1.37302,0.26087,26183,0.758136,1,60
2017-05-10,335,1.35081,0.455729,27072,0.799799,1,60
2017-05-11,,,,27512,0.820066,1,0
2017-05-12,172,1.35433,0.464844,24802,0.743164,1,60
2017-05-15,26,0.337662,0.0246914,28148,0.850868,1,60
2017-05-16,213,1.73878,0.083612,27706,0.843255,1,60
2017-05-17,192,1.89163,0.0550996,38779,1.18368,1,60
2017-05-18,312,3.46667,0.247672,47040,1.43583,1,60
2017-05-19,113,0.830882,0.076,31906,0.973887,1,60
2017-05-22,134,0.840125,0.0775862,35000,1.06833,1,60
2017-05-23,,,,30855,0.941807,1,0
2017-05-24,231,2.34518,0.364516,29450,0.910736,1,60
2017-05-25,,,,29131,0.91244,1,0
2017-05-26,182,1.94652,0.0932836,29138,0.913403,1,60
2017-05-29,,,,21345,0.670657,1,0
2017-05-30,,,,26245,0.824614,1,0
2017-05-31,,,,24194,0.768466,1,0
2017-06-01,,,,27130,0.874273,0.998,0
2017-06-02,,,,25297,0.825001,1,0
2017-06-05,221,1.38558,0.221607,24855,0.816726,1,60
2017-06-06,86,1.39837,0.0316957,27856,0.920418,1,60
2017-06-07,,,,28061,0.936944,1,0
2017-06-08,196,1.28947,0.138211,30157,1.01399,1,60
2017-06-09,99,0.925234,0.187575,36308,1.22081,1,60
2017-06-12,141,1.24229,0.125654,32349,1.08769,1,60
2017-06-13,247,2.35238,0.156818,26024,0.868929,1,60
2017-06-14,173,1.73869,0.11054,24014,0.807438,1,60
2017-06-15,226,2.16268,0.0543478,31341,1.0538,1,60
2017-06-16,258,2.29333,0.189873,26372,0.880549,1,60
2017-06-19,238,1.68198,0.124183,26173,0.880031,1,60
2017-06-20,197,0.871681,0.468647,28091,0.946223,1,60
2017-06-21,353,1.37087,0.5,25967,0.878644,1,60
2017-06-22,,,,30897,1.05472,1,0
2017-06-23,47,0.734375,0.0466926,22839,0.779648,1,60
2017-06-26,,,,17239,0.588482,1,0
2017-06-27,,,,27201,0.933635,1,0
2017-06-28,320,3.0622,0.233748,35931,1.23328,1,60
2017-06-29,,,,32317,1.10923,1,0
2017-06-30,102,0.910714,0.0681818,39595,1.35164,1,60
2017-07-03,164,1.53271,0.270451,34955,1.18277,1,60
2017-07-04,,,,30662,1.03283,1,0
2017-07-05,167,1.20578,0.0744879,33130,1.11596,1,60
2017-07-06,181,1.448,0.056926,27029,0.910451,0.998,60
2017-07-07,440,2.3219,0.507418,25563,0.864974,1,60
2017-07-10,113,0.8659,0.150725,24372,0.831979,1,60
2017-07-11,119,1.72464,0.0162749,27437,0.941736,1,60
2017-07-12,172,1.74619,0.0769231,29892,1.04373,1,60
