# h0_dcfeat v2 (+os_canon SE M4; v1 faff68a3 superseded) | delta=0.5*asian_width ex-ante | window 08:00→close(j) | DC def verified from arXiv 0809.1040 full text | reads day_facts date/status/traded/entry_time/dir + h0_features asian_width ONLY
date,dc_mode_aligned,os_units,os_canon,n_dc,dc_state,dc_state_canon
2014-07-11,1,0.6562,0.6745,6,FRESH,FRESH
2014-07-14,,,,,,
2014-07-15,1,1.1382,1.2547,14,MID,MID
2014-07-16,,,,,,
2014-07-17,,,,,,
2014-07-18,,,,,,
2014-07-21,0,0.8038,0.9623,2,OPPOSED,OPPOSED
2014-07-22,0,-0.1359,-0.1359,10,OPPOSED,OPPOSED
2014-07-23,1,0.2655,0.3274,1,FRESH,FRESH
2014-07-24,-1,,,0,UNDEF,UNDEF
2014-07-25,,,,,,
2014-07-28,-1,,,0,UNDEF,UNDEF
2014-07-29,1,0.8951,0.9074,2,FRESH,FRESH
2014-07-30,1,0.8700,0.9462,2,FRESH,FRESH
2014-07-31,-1,,,0,UNDEF,UNDEF
2014-08-01,1,1.9542,2.0534,10,MID,EXTENDED
2014-08-04,1,0.7956,0.8905,1,FRESH,FRESH
2014-08-05,1,0.4615,0.6769,10,FRESH,FRESH
2014-08-06,,,,,,
2014-08-07,1,3.7402,3.7559,7,EXTENDED,EXTENDED
2014-08-08,-1,,,0,UNDEF,UNDEF
2014-08-11,,,,,,
2014-08-12,,,,,,
2014-08-13,1,0.0000,0.1617,1,FRESH,FRESH
2014-08-14,1,0.5836,0.7054,2,FRESH,FRESH
2014-08-15,1,0.0000,0.2308,1,FRESH,FRESH
2014-08-18,1,1.2112,1.2199,2,MID,MID
2014-08-19,1,1.6678,1.6851,5,MID,MID
2014-08-20,1,0.9023,0.9248,2,FRESH,FRESH
2014-08-21,-1,,,0,UNDEF,UNDEF
2014-08-22,1,0.2516,0.2830,6,FRESH,FRESH
2014-08-25,1,0.0296,0.0519,1,FRESH,FRESH
2014-08-26,0,0.3179,0.5492,4,OPPOSED,OPPOSED
2014-08-27,-1,,,0,UNDEF,UNDEF
2014-08-28,-1,,,0,UNDEF,UNDEF
2014-08-29,1,2.6732,2.8366,9,EXTENDED,EXTENDED
2014-09-01,,,,,,
2014-09-02,1,0.0000,0.3740,1,FRESH,FRESH
2014-09-03,1,2.0941,2.1294,2,EXTENDED,EXTENDED
2014-09-04,1,1.0000,1.5659,5,FRESH,MID
2014-09-05,,,,,,
2014-09-08,,,,,,
2014-09-09,1,0.6430,0.6548,2,FRESH,FRESH
2014-09-10,1,1.0201,1.0804,1,MID,MID
2014-09-11,-1,,,0,UNDEF,UNDEF
2014-09-12,1,0.6254,0.7439,2,FRESH,FRESH
2014-09-15,,,,,,
2014-09-16,,,,,,
2014-09-17,,,,,,
2014-09-18,,,,,,
2014-09-19,1,0.6925,0.7466,2,FRESH,FRESH
2014-09-22,,,,,,
2014-09-23,,,,,,
2014-09-24,-1,,,0,UNDEF,UNDEF
2014-09-25,1,0.0000,0.1136,1,FRESH,FRESH
2014-09-26,,,,,,
2014-09-29,,,,,,
2014-09-30,1,1.5682,1.6402,1,MID,MID
2014-10-01,,,,,,
2014-10-02,,,,,,
2014-10-03,,,,,,
2014-10-06,,,,,,
2014-10-07,1,0.8789,1.0048,2,FRESH,MID
2014-10-08,1,0.1720,0.1804,1,FRESH,FRESH
2014-10-09,-1,,,0,UNDEF,UNDEF
2014-10-10,1,2.3704,2.5833,3,EXTENDED,EXTENDED
2014-10-13,-1,,,0,UNDEF,UNDEF
2014-10-14,1,1.5470,1.6906,4,MID,MID
2014-10-15,,,,,,
2014-10-16,,,,,,
2014-10-17,1,0.0000,0.0290,1,FRESH,FRESH
2014-10-20,,,,,,
2014-10-21,1,0.0000,0.5292,1,FRESH,FRESH
2014-10-22,,,,,,
2014-10-23,1,0.3142,0.7395,4,FRESH,FRESH
2014-10-24,,,,,,
2014-10-27,,,,,,
2014-10-28,,,,,,
2014-10-29,1,0.9913,1.1391,1,FRESH,MID
2014-10-30,-1,,,0,UNDEF,UNDEF
2014-10-31,-1,,,0,UNDEF,UNDEF
2014-11-03,,,,,,
2014-11-04,,,,,,
2014-11-05,-1,,,0,UNDEF,UNDEF
2014-11-06,,,,,,
2014-11-07,,,,,,
2014-11-10,,,,,,
2014-11-11,,,,,,
2014-11-12,-1,,,0,UNDEF,UNDEF
2014-11-13,,,,,,
2014-11-14,0,0.0640,0.0788,2,OPPOSED,OPPOSED
2014-11-17,,,,,,
2014-11-18,-1,,,0,UNDEF,UNDEF
2014-11-19,1,0.6423,0.6504,1,FRESH,FRESH
2014-11-20,,,,,,
2014-11-21,1,0.5013,0.8047,1,FRESH,FRESH
2014-11-24,,,,,,
2014-11-25,1,0.6493,0.7355,2,FRESH,FRESH
2014-11-26,,,,,,
2014-11-27,,,,,,
2014-11-28,1,0.3620,0.4481,1,FRESH,FRESH
2014-12-01,,,,,,
2014-12-02,,,,,,
2014-12-03,-1,,,0,UNDEF,UNDEF
2014-12-04,1,2.1944,2.3175,4,EXTENDED,EXTENDED
2014-12-05,1,0.3823,0.4965,1,FRESH,FRESH
2014-12-08,,,,,,
2014-12-09,1,0.4717,0.4966,1,FRESH,FRESH
2014-12-10,-1,,,0,UNDEF,UNDEF
2014-12-11,,,,,,
2014-12-12,,,,,,
2014-12-15,1,0.3346,0.3922,1,FRESH,FRESH
2014-12-16,1,2.6790,2.7143,11,EXTENDED,EXTENDED
2014-12-17,1,1.7902,1.9062,2,MID,MID
2014-12-18,,,,,,
2014-12-19,0,-0.7016,-0.6538,5,OPPOSED,OPPOSED
2014-12-22,1,0.9373,1.1255,4,FRESH,MID
2014-12-23,,,,,,
2014-12-24,1,0.5035,0.5150,4,FRESH,FRESH
2014-12-26,,,,,,
2014-12-29,,,,,,
2014-12-30,,,,,,
2014-12-31,,,,,,
2015-01-02,1,1.3069,1.3525,3,MID,MID
2015-01-05,1,0.1174,0.1387,2,FRESH,FRESH
2015-01-06,-1,,,0,UNDEF,UNDEF
2015-01-07,,,,,,
2015-01-08,1,0.7460,1.0106,1,FRESH,MID
2015-01-09,1,0.1322,0.1932,2,FRESH,FRESH
2015-01-12,,,,,,
2015-01-13,1,0.7190,0.7786,1,FRESH,FRESH
2015-01-14,1,0.9064,0.9853,3,FRESH,FRESH
2015-01-15,0,0.9583,1.0606,4,OPPOSED,OPPOSED
2015-01-16,1,1.6790,1.7786,3,MID,MID
2015-01-19,,,,,,
2015-01-20,1,0.0000,0.3333,1,FRESH,FRESH
2015-01-21,-1,,,0,UNDEF,UNDEF
2015-01-22,1,1.4463,2.7149,10,MID,EXTENDED
2015-01-23,,,,,,
2015-01-26,,,,,,
2015-01-27,,,,,,
2015-01-28,,,,,,
2015-01-29,1,0.3655,0.4543,1,FRESH,FRESH
2015-01-30,,,,,,
2015-02-02,,,,,,
2015-02-03,-1,,,0,UNDEF,UNDEF
2015-02-04,,,,,,
2015-02-05,,,,,,
2015-02-06,1,0.3752,0.4388,3,FRESH,FRESH
2015-02-09,,,,,,
2015-02-10,1,0.9760,1.0901,1,FRESH,MID
2015-02-11,1,0.7038,0.8385,3,FRESH,FRESH
2015-02-13,,,,,,
2015-02-16,,,,,,
2015-02-17,-1,,,0,UNDEF,UNDEF
2015-02-18,1,1.6250,1.6250,5,MID,MID
2015-02-19,1,2.8237,2.8558,4,EXTENDED,EXTENDED
2015-02-20,1,1.3895,1.4000,1,MID,MID
2015-02-23,1,0.6364,0.6717,1,FRESH,FRESH
2015-02-24,-1,,,0,UNDEF,UNDEF
2015-02-25,0,-0.7983,-0.7673,1,OPPOSED,OPPOSED
2015-02-26,-1,,,0,UNDEF,UNDEF
2015-02-27,1,0.0000,0.1768,1,FRESH,FRESH
2015-03-02,-1,,,0,UNDEF,UNDEF
2015-03-03,,,,,,
2015-03-04,1,1.1111,1.1147,1,MID,MID
2015-03-05,1,0.4116,0.4728,1,FRESH,FRESH
2015-03-06,1,0.2323,0.3031,1,FRESH,FRESH
2015-03-09,1,1.0680,1.1400,4,MID,MID
2015-03-10,-1,,,0,UNDEF,UNDEF
2015-03-11,1,0.6354,0.6979,3,FRESH,FRESH
2015-03-12,1,2.6409,2.7357,2,EXTENDED,EXTENDED
2015-03-13,1,0.4447,0.4742,3,FRESH,FRESH
2015-03-16,,,,,,
2015-03-17,1,1.0390,1.0411,2,MID,MID
2015-03-18,-1,,,0,UNDEF,UNDEF
2015-03-19,,,,,,
2015-03-20,1,0.7020,0.7098,3,FRESH,FRESH
2015-03-23,1,1.6077,1.6206,3,MID,MID
2015-03-24,1,0.3080,0.3429,1,FRESH,FRESH
2015-03-25,1,0.3556,0.4127,1,FRESH,FRESH
2015-03-26,-1,,,0,UNDEF,UNDEF
2015-03-27,,,,,,
2015-03-30,-1,,,0,UNDEF,UNDEF
2015-03-31,1,0.1137,0.1447,1,FRESH,FRESH
2015-04-01,1,0.8621,0.8871,1,FRESH,FRESH
2015-04-02,1,0.0000,0.1785,1,FRESH,FRESH
2015-04-03,,,,,,
2015-04-06,-1,,,0,UNDEF,UNDEF
2015-04-07,,,,,,
2015-04-08,1,1.5052,1.6250,5,MID,MID
2015-04-09,-1,,,0,UNDEF,UNDEF
2015-04-10,,,,,,
2015-04-13,,,,,,
2015-04-14,-1,,,0,UNDEF,UNDEF
2015-04-15,1,0.9352,0.9907,2,FRESH,FRESH
2015-04-16,1,0.7847,0.8653,1,FRESH,FRESH
2015-04-17,1,0.6452,0.6625,1,FRESH,FRESH
2015-04-20,1,0.6909,0.8338,1,FRESH,FRESH
2015-04-21,,,,,,
2015-04-22,1,0.7132,0.8105,1,FRESH,FRESH
2015-04-23,,,,,,
2015-04-24,1,1.6379,1.7299,4,MID,MID
2015-04-27,,,,,,
2015-04-28,1,1.0410,1.0694,3,MID,MID
2015-04-29,1,2.1262,2.2824,6,EXTENDED,EXTENDED
2015-04-30,1,1.5409,1.6537,2,MID,MID
2015-05-01,-1,,,0,UNDEF,UNDEF
2015-05-04,,,,,,
2015-05-05,1,0.6391,0.6746,1,FRESH,FRESH
2015-05-06,-1,,,0,UNDEF,UNDEF
2015-05-07,0,0.7049,0.7607,2,OPPOSED,OPPOSED
2015-05-08,,,,,,
2015-05-11,1,4.9046,4.9751,7,EXTENDED,EXTENDED
2015-05-12,-1,,,0,UNDEF,UNDEF
2015-05-13,1,0.7764,0.8882,2,FRESH,FRESH
2015-05-14,1,0.8997,0.9088,1,FRESH,FRESH
2015-05-15,1,0.1479,0.4247,14,FRESH,FRESH
2015-05-18,1,0.0000,0.4011,1,FRESH,FRESH
2015-05-19,,,,,,
2015-05-20,1,0.3485,0.4091,1,FRESH,FRESH
2015-05-21,1,0.7505,0.7608,3,FRESH,FRESH
2015-05-22,1,1.8944,3.8447,6,MID,EXTENDED
2015-05-25,,,,,,
2015-05-26,-1,,,0,UNDEF,UNDEF
2015-05-27,1,1.3260,1.4309,4,MID,MID
2015-05-28,1,2.8606,3.5020,6,EXTENDED,EXTENDED
2015-05-29,1,1.1027,1.1370,5,MID,MID
2015-06-01,,,,,,
2015-06-02,,,,,,
2015-06-03,,,,,,
2015-06-04,1,0.8512,0.8977,1,FRESH,FRESH
2015-06-05,1,1.0314,1.3767,1,MID,MID
2015-06-08,,,,,,
2015-06-09,0,0.5752,0.8421,3,OPPOSED,OPPOSED
2015-06-10,-1,,,0,UNDEF,UNDEF
2015-06-11,,,,,,
2015-06-12,1,1.1102,1.2857,3,MID,MID
2015-06-15,0,1.1201,1.1266,3,OPPOSED,OPPOSED
2015-06-16,1,1.0273,1.1749,2,MID,MID
2015-06-17,-1,,,0,UNDEF,UNDEF
2015-06-18,-1,,,0,UNDEF,UNDEF
2015-06-19,1,0.8657,0.9164,5,FRESH,FRESH
2015-06-22,,,,,,
2015-06-23,1,0.2552,0.5000,1,FRESH,FRESH
2015-06-24,1,1.3211,1.3242,2,MID,MID
2015-06-25,1,0.8732,0.8761,1,FRESH,FRESH
2015-06-26,1,0.9437,0.9913,1,FRESH,FRESH
2015-06-29,,,,,,
2015-06-30,1,0.2174,0.2478,11,FRESH,FRESH
2015-07-01,1,0.5691,0.5772,2,FRESH,FRESH
2015-07-02,1,0.8254,0.8519,1,FRESH,FRESH
2015-07-03,,,,,,
2015-07-06,,,,,,
2015-07-07,,,,,,
2015-07-08,1,0.0000,0.1176,1,FRESH,FRESH
2015-07-09,,,,,,
2015-07-10,-1,,,0,UNDEF,UNDEF
2015-07-13,,,,,,
2015-07-14,-1,,,0,UNDEF,UNDEF
2015-07-15,1,0.0000,0.1374,1,FRESH,FRESH
2015-07-16,1,0.0000,0.1039,1,FRESH,FRESH
2015-07-17,1,0.9261,0.9606,4,FRESH,FRESH
2015-07-20,,,,,,
2015-07-21,,,,,,
2015-07-22,-1,,,0,UNDEF,UNDEF
2015-07-23,1,0.5508,0.7770,5,FRESH,FRESH
2015-07-24,,,,,,
2015-07-27,1,2.5368,2.5675,3,EXTENDED,EXTENDED
2015-07-28,1,0.0000,0.1089,1,FRESH,FRESH
2015-07-29,-1,,,0,UNDEF,UNDEF
2015-07-30,1,0.0000,0.0207,7,FRESH,FRESH
2015-07-31,-1,,,0,UNDEF,UNDEF
2015-08-03,1,0.0000,0.0401,1,FRESH,FRESH
2015-08-04,,,,,,
2015-08-05,1,3.6012,3.6405,5,EXTENDED,EXTENDED
2015-08-06,,,,,,
2015-08-07,1,0.9759,1.4819,1,FRESH,MID
2015-08-10,-1,,,0,UNDEF,UNDEF
2015-08-11,1,0.4214,0.4296,1,FRESH,FRESH
2015-08-12,-1,,,0,UNDEF,UNDEF
2015-08-13,,,,,,
2015-08-14,,,,,,
2015-08-17,0,0.2280,0.2280,2,OPPOSED,OPPOSED
2015-08-18,1,0.1457,0.2781,1,FRESH,FRESH
2015-08-19,,,,,,
2015-08-20,-1,,,0,UNDEF,UNDEF
2015-08-21,,,,,,
2015-08-24,1,1.0235,1.3234,6,MID,MID
2015-08-25,,,,,,
2015-08-26,-1,,,0,UNDEF,UNDEF
2015-08-27,1,0.9639,1.0164,2,FRESH,MID
2015-08-28,1,1.0591,1.1107,1,MID,MID
2015-08-31,,,,,,
2015-09-01,-1,,,0,UNDEF,UNDEF
2015-09-02,1,0.1691,0.1835,1,FRESH,FRESH
2015-09-03,1,1.3793,1.4751,2,MID,MID
