# w7_run_trades.csv per-trade dual-exit record | field=SEARCH
date,cell,pnl_v4,pnl_ts,uw30,d30,armed
2018-11-29,FO,-3.01,-0.87,1,-0.8700,0
2018-12-04,FO,0.18,-0.58,1,-0.5800,0
2018-12-06,CLEAN|SPENT,-3.78,-3.78,0,2.6700,0
2018-12-07,CLEAN|FRESH,0.94,-0.58,1,-0.5800,1
2018-12-11,FO,-3.9,-0.69,1,-0.6900,0
2018-12-14,FO,0.7,0.7,0,0.5400,1
2018-12-18,POKED|FRESH,-0.11,-0.21,1,-0.2100,0
2018-12-19,CLEAN|SPENT,3.13,3.13,0,4.7900,1
2018-12-21,POKED|FRESH,-3.83,-2.7,1,-2.7000,0
2018-12-24,FO,4.09,-1.44,1,-1.4400,0
2018-12-26,FO,-9.35,-0.12,1,-0.1200,0
2018-12-27,CLEAN|FRESH,2.38,-0.25,1,-0.2500,1
2018-12-28,FO,-0.39,-0.39,0,0.5800,0
2018-12-31,POKED|FRESH,1.02,-0.65,1,-0.6500,0
2019-01-02,FO,-7.79,-0.06,1,-0.0600,0
2019-01-03,FO,-5.34,-5.34,0,1.0400,0
2019-01-08,FO,-4.57,-4.57,0,0.3800,0
2019-01-09,FO,-5.84,-1.15,1,-0.8500,0
2019-01-11,FO,-7.75,-1.99,1,-1.9900,0
2019-01-21,CLEAN|SPENT,1.05,1.05,0,2.0200,1
2019-01-23,CLEAN|FRESH,-2.64,-0.12,1,-0.1200,0
2019-01-24,FO,-0.39,-1.17,1,-0.8900,0
2019-01-29,FO,2.45,2.45,0,0.3600,1
2019-01-30,FO,-4.83,-1.53,1,-1.5300,0
2019-01-31,POKED|FRESH,0.88,-0.89,1,-0.8900,1
2019-02-01,CLEAN|SPENT,-4.46,-0.7,1,-0.7000,0
2019-02-04,FO,-0.59,-1.57,1,-1.3000,0
2019-02-05,CLEAN|FRESH,-4.41,-0.53,1,-0.2600,0
2019-02-08,CLEAN|FRESH,-2.84,-0.65,1,-0.3700,0
2019-02-13,FO,-4.36,-1.01,1,-1.0100,0
2019-02-14,CLEAN|SPENT,-4,-1.54,1,-1.2300,0
2019-02-18,CLEAN|FRESH,0.74,0.74,0,0.0200,0
2019-02-19,POKED|SPENT,13.8,13.8,0,1.2700,1
2019-02-22,POKED|SPENT,-3.24,-3.24,0,1.0900,0
2019-02-26,CLEAN|FRESH,-2.99,-2.99,0,1.4500,0
2019-02-27,FO,5.48,-0.65,1,-0.3700,1
2019-02-28,CLEAN|SPENT,3.64,3.64,0,0.7700,1
2019-03-01,FO,0.86,-0.7,1,-0.4200,1
2019-03-04,FO,2.94,2.94,0,1.3100,1
2019-03-05,POKED|FRESH,-2.76,-2.76,0,0.6200,0
2019-03-06,CLEAN|SPENT,-2,-1.3,1,-1.0200,0
2019-03-07,FO,-4.49,-0.85,1,-0.5500,0
2019-03-11,FO,-3.05,-1.56,1,-1.5600,0
2019-03-12,POKED|FRESH,3.3,-1.63,1,-1.6300,0
2019-03-13,FO,2.54,-0.08,1,-0.0800,1
2019-03-18,CLEAN|FRESH,0.88,0.88,0,0.4500,0
2019-03-19,CLEAN|FRESH,-3.23,-3.23,0,0.1400,0
2019-03-20,POKED|SPENT,-3.2,-3.2,0,1.0200,0
2019-03-21,FO,-5.2,-0.26,1,-0.2600,0
2019-03-22,FO,0.38,0.38,0,0.3000,1
2019-03-25,FO,4.71,-1.24,1,-1.2400,1
2019-03-27,CLEAN|FRESH,-4.27,-0.72,1,-0.5300,0
2019-03-28,POKED|SPENT,16.76,-0.37,1,-0.1100,1
2019-03-29,CLEAN|FRESH,-4.57,-4.57,0,0.0400,0
2019-04-01,CLEAN|FRESH,-3.84,-3.84,0,1.4000,0
2019-04-05,FO,-4.61,-1.06,1,-0.7300,0
2019-04-08,FO,0.31,-0.67,1,-0.6700,1
2019-04-09,CLEAN|FRESH,3.67,3.67,0,0.6800,1
2019-04-10,CLEAN|FRESH,2.63,-0.11,1,-0.1100,1
2019-04-12,CLEAN|FRESH,-3.11,-0.97,1,-0.6600,0
2019-04-15,FO,-1.05,-1.05,0,0.0800,0
2019-04-16,FO,8.38,8.38,0,0.3000,1
2019-04-17,POKED|SPENT,0.2,-2.15,1,-1.8800,0
2019-04-18,FO,-3.53,-1.75,1,-1.4800,0
2019-04-23,FO,3.29,-0.65,1,-0.3800,1
2019-04-25,POKED|FRESH,1.83,1.83,0,0.8100,1
2019-04-26,FO,-4.17,-4.17,0,0.6600,0
2019-05-02,POKED|FRESH,1.26,-0.3,1,-0.0300,1
2019-05-03,CLEAN|FRESH,-2.75,-2.75,0,0.1600,0
2019-05-07,CLEAN|SPENT,-0.32,-1.21,1,-1.2100,0
2019-05-08,FO,0,-0.1,1,-0.1000,1
2019-05-10,FO,-3.58,-1.68,1,-1.6800,0
2019-05-13,POKED|SPENT,9.01,9.01,0,5.0900,1
2019-05-15,POKED|SPENT,-3.41,-0.6,1,-0.6000,0
2019-05-16,CLEAN|FRESH,-2.17,-2.17,0,0.5200,0
2019-05-17,POKED|SPENT,-2.33,-0.54,1,-0.2800,0
2019-05-20,FO,-3.18,-0.3,1,-0.0100,0
2019-05-21,FO,1.65,-0.78,1,-0.4700,1
2019-05-22,FO,-2.44,-2.44,0,0.0800,0
2019-05-24,CLEAN|FRESH,-2.06,-1.46,1,-1.4600,0
2019-05-30,FO,-3.4,-0.54,1,-0.2800,0
2019-05-31,FO,11.2,-1.19,1,-1.1900,1
2019-06-03,POKED|FRESH,11.95,11.95,0,0.4800,1
2019-06-04,POKED|FRESH,-5.72,-0.29,1,-0.2900,0
2019-06-05,CLEAN|FRESH,4.38,4.38,0,3.6100,1
2019-06-06,POKED|FRESH,-0.37,-0.37,0,0.7300,0
2019-06-07,CLEAN|SPENT,4.79,-0.69,1,-0.6900,1
2019-06-10,FO,-1.06,-0.45,1,-0.1700,0
2019-06-11,CLEAN|FRESH,4.7,4.7,0,2.1500,1
2019-06-12,FO,-3.34,-2.7,1,-2.7000,0
2019-06-13,POKED|FRESH,3.27,-0.74,1,-0.7400,0
2019-06-14,CLEAN|FRESH,3.23,3.23,0,4.9600,1
2019-06-18,POKED|FRESH,5.38,-0.77,1,-0.7700,1
2019-06-19,FO,-4.76,-1.61,1,-1.6100,0
2019-06-24,CLEAN|SPENT,5.77,5.77,0,1.1600,0
2019-06-27,CLEAN|FRESH,-4.22,-4.22,0,1.9600,0
2019-07-01,CLEAN|FRESH,-0.96,-1.34,1,-1.0500,0
2019-07-09,POKED|FRESH,-6.05,-6.05,0,2.6900,0
2019-07-10,FO,-7.22,-1.12,1,-0.7900,0
2019-07-12,CLEAN|FRESH,-6.4,-0.55,1,-0.5500,0
2019-07-17,CLEAN|FRESH,-4.21,-0.38,1,-0.1100,0
2019-07-22,FO,-4.27,-2.8,1,-2.8000,0
2019-07-23,FO,-10.04,-0.88,1,-0.6000,0
2019-07-25,CLEAN|FRESH,1.34,-0.29,1,-0.2900,1
2019-07-30,POKED|FRESH,3.68,3.68,0,0.7800,1
2019-07-31,CLEAN|FRESH,-4.3,-4.3,0,0.2100,0
2019-08-01,FO,-12.58,-1.96,1,-1.6800,0
2019-08-05,FO,3.39,3.39,0,0.5900,0
2019-08-07,CLEAN|FRESH,5.28,-3.91,1,-3.9100,1
2019-08-12,CLEAN|SPENT,6.5,-0.96,1,-0.9600,1
2019-08-13,FO,7.03,7.03,0,0.5600,1
2019-08-19,CLEAN|FRESH,3,3,0,3.3300,1
2019-08-22,FO,1.13,-1.02,1,-0.7100,1
2019-08-23,FO,-5.44,-1.35,1,-1.0800,0
2019-08-27,CLEAN|FRESH,9.11,9.11,0,2.6200,1
2019-08-28,POKED|FRESH,-6.25,-6.25,0,0.7700,0
2019-08-29,CLEAN|FRESH,-6.29,-6.29,0,0.3600,0
2019-09-02,FO,-7.4,-7.4,0,0.3700,0
2019-09-06,CLEAN|FRESH,1.39,1.39,0,1.7100,1
2019-09-09,POKED|SPENT,1.74,1.74,0,0.3200,0
2019-09-13,CLEAN|FRESH,1.5,1.5,0,3.4500,1
2019-09-18,CLEAN|SPENT,3.6,3.6,0,0.5500,1
2019-09-20,FO,-2.6,-2,1,-2.0000,0
2019-09-23,CLEAN|FRESH,4.09,4.09,0,0.4600,0
2019-09-24,CLEAN|FRESH,-3.88,-1,1,-1.0000,0
2019-09-26,POKED|SPENT,-7.58,-3.49,1,-3.1800,0
2019-09-27,CLEAN|FRESH,9.55,9.55,0,5.8800,1
2019-09-30,FO,16.28,16.28,0,0.4000,1
2019-10-01,FO,-12.47,-12.47,0,1.1700,0
2019-10-02,FO,-6.93,-0.76,1,-0.4600,0
2019-10-03,CLEAN|SPENT,-4.94,-2.97,1,-2.9700,0
2019-10-04,POKED|FRESH,-5.34,-0.72,1,-0.7200,0
2019-10-09,POKED|FRESH,-5.44,-1.53,1,-1.5300,0
2019-10-11,CLEAN|SPENT,2.73,2.73,0,5.3800,1
2019-10-16,POKED|FRESH,-4.77,-0.68,1,-0.4200,0
2019-10-17,CLEAN|FRESH,-1.73,-3.07,1,-3.0700,0
2019-10-23,FO,1.72,1.72,0,0.5900,1
2019-10-24,POKED|SPENT,4.12,-1.64,1,-1.6400,1
2019-10-25,POKED|FRESH,9.7,-0.52,1,-0.5200,1
2019-10-28,FO,-3.26,-3.26,0,0.8100,0
2019-10-29,CLEAN|SPENT,0.94,0.94,0,2.9400,1
2019-10-31,FO,8.61,-0.49,1,-0.4900,1
2019-11-01,CLEAN|SPENT,-4.29,-0.81,1,-0.8100,0
2019-11-04,POKED|SPENT,-3.56,-3.56,,,0
2019-11-05,POKED|FRESH,19.41,19.41,0,0.2800,1
2019-11-07,CLEAN|FRESH,1.33,1.33,,,1
2019-11-08,CLEAN|FRESH,4.86,-1.55,1,-1.2800,1
2019-11-11,POKED|FRESH,4.93,4.93,0,7.1500,1
2019-11-12,FO,1.1,1.1,0,1.5500,1
2019-11-13,FO,1.98,-0.2,1,-0.2000,0
2019-11-14,FO,4.44,-0.35,1,-0.3500,1
2019-11-18,FO,-5,-2.7,1,-2.4300,0
2019-11-20,CLEAN|FRESH,-4.35,-4.35,0,0.7100,0
2019-11-22,CLEAN|SPENT,-3.4,-3.4,,,0
2019-11-25,FO,2.85,-0.4,1,-0.1400,0
2019-11-26,CLEAN|SPENT,-5.03,-5.03,,,0
2019-12-02,POKED|FRESH,-1.78,-1.54,1,-1.5400,0
2019-12-03,POKED|SPENT,13.71,-0.1,1,-0.1000,1
2019-12-04,FO,-5.29,-5.29,0,2.1100,0
2019-12-05,FO,-4.37,-2.91,1,-2.9100,0
2019-12-06,CLEAN|FRESH,-1.52,-1.29,1,-1.2900,0
2019-12-12,POKED|FRESH,-1.59,-0.74,1,-0.7400,0
2019-12-16,FO,-0.13,-0.13,0,0.5300,0
2019-12-17,FO,-3.29,-0.81,1,-0.8100,0
2019-12-18,FO,-2.22,-0.02,1,-0.0200,0
2019-12-20,FO,-1.64,-0.86,1,-0.8600,0
2019-12-23,FO,2.55,2.55,0,1.4100,0
2019-12-24,FO,8.29,-0.69,1,-0.6900,1
2019-12-26,FO,5.67,5.67,0,0.2200,0
2019-12-27,CLEAN|SPENT,-0.63,-0.92,1,-0.9200,0
2019-12-30,CLEAN|SPENT,-1.18,-1.09,1,-1.0900,0
2019-12-31,FO,-7.11,-1,1,-1.0000,0
2020-01-02,POKED|FRESH,4.81,-1.44,1,-1.4400,1
2020-01-03,FO,4.62,-0.27,1,-0.2700,0
2020-01-07,FO,5.58,5.58,0,1.2900,0
2020-01-09,FO,4.7,4.7,0,8.8900,1
2020-01-15,POKED|FRESH,2.65,2.65,0,0.5700,0
2020-01-17,FO,2.74,-2.08,1,-2.0800,0
2020-01-20,FO,-1.86,-0.74,1,-0.7400,0
2020-01-24,CLEAN|SPENT,5.73,5.73,0,2.5900,1
2020-01-30,CLEAN|FRESH,-5.85,-0.47,1,-0.4700,0
2020-01-31,CLEAN|FRESH,6.83,-0.18,1,-0.1800,1
2020-02-04,FO,16.42,-0.92,1,-0.6500,1
2020-02-05,CLEAN|SPENT,-5.54,-5.54,0,2.5000,0
2020-02-07,CLEAN|SPENT,-4.31,-0.95,1,-0.9500,0
2020-02-10,POKED|FRESH,-3.33,-0.28,1,-0.2800,0
2020-02-11,CLEAN|SPENT,-6.07,-0.85,1,-0.8500,0
2020-02-12,FO,-4.3,-1.32,1,-1.0500,0
2020-02-13,FO,0.66,-0.73,1,-0.7300,0
2020-02-14,POKED|FRESH,5.11,5.11,0,0.6400,0
2020-02-18,FO,0.43,0.43,0,0.7600,1
2020-02-19,FO,0.01,-2.6,1,-2.6000,1
2020-02-20,CLEAN|SPENT,2.03,2.03,0,3.4500,1
2020-02-21,FO,10.22,10.22,0,1.8500,1
2020-02-24,POKED|FRESH,-28.89,-2.01,1,-2.0100,0
2020-02-26,CLEAN|SPENT,-12.22,-2.4,1,-2.1400,0
2020-02-28,FO,45.55,-4.23,1,-3.9200,1
2020-03-05,FO,14.51,-0.84,1,-0.8400,1
2020-03-06,CLEAN|FRESH,-13.5,-13.5,0,5.5000,0
2020-03-10,POKED|FRESH,0.08,-6.06,1,-5.7300,0
2020-03-11,CLEAN|SPENT,15.01,15.01,0,0.1000,1
2020-03-12,CLEAN|FRESH,41.84,41.84,0,15.7200,1
2020-03-13,CLEAN|SPENT,25.14,25.14,0,19.4900,1
2020-03-16,CLEAN|FRESH,30.26,-3.38,1,-2.8900,1
2020-03-17,FO,-34.22,-34.22,0,0.2900,0
2020-03-18,FO,21.41,-3.34,1,-2.8300,1
2020-03-23,POKED|SPENT,49.01,49.01,0,8.6500,1
2020-03-26,POKED|FRESH,8.96,-0.58,1,-0.5800,1
2020-03-31,FO,33.6,33.6,0,3.0300,1
2020-04-03,CLEAN|SPENT,-9.11,-4.24,1,-4.2400,0
2020-04-06,POKED|FRESH,42.63,42.63,0,3.6200,1
2020-04-08,FO,-6.01,-6,1,-6.0000,0
2020-04-09,CLEAN|FRESH,7.1,-0.77,1,-0.7700,1
2020-04-13,CLEAN|FRESH,23.59,-3.04,1,-3.0400,1
2020-04-14,CLEAN|FRESH,2.6,-5.32,1,-5.3200,1
2020-04-16,CLEAN|FRESH,10.23,10.23,0,0.7900,1
2020-04-21,POKED|FRESH,2.57,2.57,0,0.8700,1
2020-04-23,POKED|FRESH,4.22,4.22,0,2.6900,1
2020-04-24,CLEAN|FRESH,-9.48,-3.16,1,-3.1600,0
2020-04-28,FO,-20.88,-20.88,0,0.5000,0
2020-04-29,CLEAN|SPENT,-9.07,-4.16,1,-3.5500,0
2020-04-30,FO,-6.54,-0.93,1,-0.9300,0
2020-05-01,CLEAN|FRESH,-0.33,-0.33,0,5.6300,1
2020-05-04,FO,1.57,1.57,0,2.6500,0
2020-05-05,CLEAN|SPENT,-7.28,-7.28,,,0
2020-05-06,POKED|FRESH,-6.57,-6.57,,,0
2020-05-08,CLEAN|FRESH,-9.47,-9.47,0,0.1900,0
2020-05-11,CLEAN|FRESH,1.64,1.64,0,0.0100,0
2020-05-13,FO,1.27,1.27,0,0.6000,1
2020-05-14,CLEAN|FRESH,9.7,9.7,0,8.5000,1
2020-05-15,CLEAN|FRESH,3.79,3.79,0,2.8600,1
2020-05-18,FO,-28.65,-1.36,1,-1.3600,0
2020-05-20,POKED|FRESH,-7.66,-2.47,1,-2.4700,0
2020-05-21,FO,10.5,10.5,0,0.0700,1
2020-05-25,FO,-4.79,-1.47,1,-1.1000,0
2020-05-26,POKED|FRESH,13.22,13.22,0,2.1600,1
2020-05-27,FO,-0.24,-2.07,1,-1.6500,1
2020-05-29,FO,11.24,-0.95,1,-0.9500,1
2020-06-01,FO,-14.2,-0.5,1,-0.5000,0
2020-06-02,POKED|FRESH,-8.86,-2.43,1,-2.4300,0
2020-06-03,POKED|FRESH,22.1,22.1,0,1.0600,1
2020-06-05,CLEAN|FRESH,13.37,13.37,0,2.6000,1
2020-06-09,CLEAN|FRESH,-11.41,-2.47,1,-2.0800,0
2020-06-10,FO,1.11,-1.89,1,-1.8900,1
2020-06-11,POKED|SPENT,-10.23,-10.23,0,2.2200,0
2020-06-12,CLEAN|FRESH,2.03,-0.91,1,-0.9100,1
2020-06-16,CLEAN|FRESH,-9.08,-9.08,0,1.3300,0
2020-06-17,FO,-6.55,-2.8,1,-2.3700,0
2020-06-22,CLEAN|SPENT,-3.89,-3.89,0,2.2900,0
2020-06-23,CLEAN|FRESH,9.02,-0.33,1,-0.3300,0
2020-06-24,POKED|SPENT,-7.43,-7.43,0,1.8300,0
2020-06-25,POKED|FRESH,-3.76,-1.23,1,-1.2300,0
2020-06-30,POKED|FRESH,-4.87,-1.02,1,-1.0200,0
2020-07-01,FO,-4.39,-0.58,1,-0.5800,0
2020-07-02,FO,-6.66,-0.97,1,-0.3800,0
2020-07-07,POKED|SPENT,8.65,8.65,0,6.4700,1
2020-07-08,CLEAN|FRESH,13.23,13.23,0,2.3700,1
2020-07-09,FO,-7.01,-1.16,1,-1.1600,0
2020-07-10,POKED|SPENT,0.29,0.29,0,1.3900,1
2020-07-13,FO,-2.95,-2.95,0,0.9000,0
2020-07-14,FO,-8.02,-5.17,1,-4.7000,0
2020-07-15,CLEAN|FRESH,-5.43,-5.43,0,1.4300,0
2020-07-20,FO,2.16,-1.97,1,-1.9700,1
2020-07-21,POKED|FRESH,15.65,15.65,0,2.1900,1
2020-07-22,CLEAN|FRESH,1.15,-2.03,1,-2.0300,0
2020-07-23,POKED|FRESH,7.77,7.77,0,4.7700,1
2020-07-24,CLEAN|FRESH,9.73,9.73,0,3.5600,1
2020-07-27,FO,-6.52,-3.07,1,-3.0700,0
2020-07-31,FO,-0.28,-0.28,0,2.8500,0
2020-08-04,CLEAN|FRESH,13.59,13.59,0,9.6800,1
2020-08-05,FO,1.15,-1.47,1,-1.4700,1
2020-08-06,FO,8.36,8.36,0,1.6200,1
2020-08-11,FO,58.11,58.11,0,4.1600,1
2020-08-18,FO,2.88,-1.45,1,-1.4500,1
2020-08-21,CLEAN|FRESH,10.22,10.22,0,0.0500,1
2020-08-24,POKED|SPENT,1.6,-5.83,1,-5.3700,0
2020-08-25,POKED|FRESH,0.19,-1.41,1,-0.9900,1
2020-08-26,FO,8.89,8.89,0,3.4100,1
2020-08-27,CLEAN|SPENT,0.13,0.13,,,1
2020-09-01,FO,-24.36,-4.81,1,-4.8100,0
2020-09-02,CLEAN|FRESH,15.64,15.64,0,5.9600,1
2020-09-03,FO,-0.13,-0.96,1,-0.4400,1
2020-09-04,CLEAN|FRESH,-0.79,-0.79,0,6.0600,0
2020-09-07,POKED|FRESH,-0.78,-0.64,1,-0.1300,0
2020-09-08,POKED|SPENT,1.26,1.26,0,4.0700,1
2020-09-09,POKED|SPENT,-9.94,-2.57,1,-2.1500,0
2020-09-10,POKED|SPENT,6.89,-2.53,1,-2.5300,1
2020-09-11,POKED|FRESH,-7.54,-7.54,0,2.8100,0
2020-09-15,FO,-12,-12,0,1.1300,0
2020-09-16,FO,-4.07,-4.07,0,0.5000,0
2020-09-17,FO,-11.83,-4.15,1,-3.7600,0
2020-09-22,CLEAN|FRESH,3.2,3.2,0,1.9300,0
2020-09-23,FO,18.69,18.69,0,0.9800,1
2020-09-24,FO,-18.92,-4.82,1,-4.4500,0
2020-09-25,CLEAN|SPENT,-1.68,-1.68,0,3.4600,0
2020-09-28,POKED|FRESH,-8.8,-2.37,1,-1.9400,0
2020-09-29,POKED|FRESH,-8.3,-1.14,1,-1.1400,0
2020-09-30,CLEAN|SPENT,-12.24,-7.65,1,-7.6500,0
2020-10-01,FO,0.86,-0.17,1,-0.1700,1
2020-10-02,CLEAN|SPENT,-6.09,0,1,0.0000,0
2020-10-06,POKED|SPENT,-6.37,-6.37,0,2.4400,0
2020-10-09,FO,9.28,9.28,0,0.8800,0
2020-10-15,POKED|SPENT,-11.2,-11.2,0,0.6600,0
2020-10-16,POKED|SPENT,-6.69,-1.47,1,-1.4700,0
2020-10-21,FO,3.91,-1.85,1,-1.8500,0
2020-10-23,POKED|FRESH,-0.86,-0.86,0,5.0900,0
2020-10-28,FO,-6.71,-0.59,1,-0.5900,0
2020-10-29,POKED|FRESH,7.61,7.61,0,2.2600,1
2020-11-03,CLEAN|SPENT,0.81,-1.53,1,-1.5300,1
2020-11-05,FO,33.14,-1.6,1,-1.6000,1
2020-11-06,CLEAN|FRESH,1.66,-1.25,1,-1.2500,0
2020-11-11,CLEAN|FRESH,7.91,-0.38,1,-0.0100,1
2020-11-13,POKED|FRESH,5.29,5.29,0,2.3800,1
2020-11-17,CLEAN|FRESH,-7.68,-2.62,1,-2.6200,0
2020-11-18,CLEAN|SPENT,0.83,-0.53,1,-0.2000,1
2020-11-19,FO,-9.44,-5.39,1,-5.0000,0
2020-11-24,CLEAN|FRESH,10.69,10.69,0,5.0900,0
2020-11-27,CLEAN|FRESH,13.2,13.2,0,14.3900,1
2020-12-02,POKED|FRESH,8.16,-1.02,1,-1.0200,1
2020-12-03,POKED|FRESH,-11.05,-11.05,0,4.6700,0
2020-12-04,CLEAN|FRESH,-6.84,-6.84,,,0
2020-12-07,CLEAN|SPENT,15.32,15.32,0,17.1900,1
2020-12-08,CLEAN|SPENT,-2.46,-3.1,1,-3.1000,0
2020-12-10,POKED|FRESH,-9.26,-9.26,0,3.5000,0
2020-12-11,FO,0.51,-3.18,1,-2.8000,1
2020-12-14,FO,3.03,-0.93,1,-0.5400,1
2020-12-16,CLEAN|FRESH,-7.44,-7.44,0,2.5200,0
2020-12-17,FO,3.15,-2.01,1,-2.0100,1
2020-12-18,CLEAN|SPENT,-8.27,-0.29,1,-0.2900,0
2020-12-21,FO,-21.95,-21.95,0,0.5000,0
2020-12-22,FO,13.72,13.72,0,0.5600,1
2020-12-23,POKED|SPENT,-9.12,-2.72,1,-2.3100,0
2020-12-24,POKED|FRESH,-9.14,-3.39,1,-3.3900,0
2020-12-30,POKED|FRESH,5.74,-0.06,1,-0.0600,0
2020-12-31,CLEAN|FRESH,0.08,-1.92,1,-1.9200,0
