# w7_run_trades.csv per-trade dual-exit record | field=SEARCH
date,cell,pnl_v4,pnl_ts,uw30,d30,armed
2012-10-12,POKED|FRESH,-4.44,-2.05,1,-2.0500,0
2012-10-15,CLEAN|FRESH,3.58,3.58,0,9.9800,0
2012-10-17,CLEAN|SPENT,-4.67,-1.87,1,-1.8700,0
2012-10-19,FO,13.98,-2,1,-1.5400,1
2012-10-23,FO,11.43,-1.22,1,-0.8100,1
2012-10-24,CLEAN|FRESH,0.19,-3.25,1,-2.8400,1
2012-11-01,FO,-4.33,-1.42,1,-1.4200,0
2012-11-02,FO,29.45,-0.99,1,-0.6000,1
2012-11-05,CLEAN|FRESH,-8.35,-8.35,0,3.1300,0
2012-11-07,FO,-20.79,-1.8,1,-1.8000,0
2012-11-08,CLEAN|FRESH,-5.02,-1.9,1,-1.9000,0
2012-11-09,POKED|SPENT,-7.36,-7.36,,,0
2012-11-12,CLEAN|FRESH,-4.7,-2.66,1,-2.6600,0
2012-11-13,CLEAN|SPENT,-7.54,-3.01,1,-2.6200,0
2012-11-14,POKED|FRESH,-5.23,-1.54,1,-1.1800,0
2012-11-15,CLEAN|FRESH,8.78,8.78,0,0.5500,1
2012-11-16,CLEAN|FRESH,-0.27,-0.27,0,1.3600,1
2012-11-20,FO,-5.63,-1.19,1,-1.1900,0
2012-11-23,FO,1.03,-0.8,1,-0.8000,1
2012-11-28,FO,19.4,-0.95,1,-0.5800,1
2012-11-29,FO,-5.47,-2.35,1,-1.9200,0
2012-11-30,CLEAN|SPENT,9.56,9.56,0,0.0800,1
2012-12-03,CLEAN|SPENT,-6.79,-3.04,1,-2.7100,0
2012-12-04,CLEAN|FRESH,-2.8,-2.8,0,1.8600,0
2012-12-05,POKED|SPENT,1.55,-0.94,1,-0.6200,1
2012-12-06,FO,-9.24,-2.13,1,-1.7900,0
2012-12-07,CLEAN|SPENT,-4.93,-2.84,1,-2.8400,0
2012-12-10,FO,2.13,-1.5,1,-1.5000,1
2012-12-11,CLEAN|FRESH,-6.18,-6.18,0,0.2100,0
2012-12-12,CLEAN|FRESH,2.29,-0.25,1,-0.2500,1
2012-12-13,FO,-5,-5,0,0.3300,0
2012-12-14,CLEAN|FRESH,-2.47,-2.47,0,0.0300,0
2012-12-17,FO,-9.63,-0.61,1,-0.2400,0
2012-12-19,CLEAN|SPENT,0.06,-0.7,1,-0.2900,1
2012-12-20,CLEAN|SPENT,11.91,11.91,0,10.2800,1
2013-01-02,FO,3.56,3.56,0,0.7300,1
2013-01-04,FO,-0.07,-1.96,1,-1.5600,1
2013-01-07,CLEAN|FRESH,4.25,4.25,0,0.1800,1
2013-01-09,FO,-5.76,-1.56,1,-1.5600,0
2013-01-10,CLEAN|FRESH,7.11,-1.15,1,-1.1500,1
2013-01-11,POKED|SPENT,-5.13,-3.5,1,-3.5000,0
2013-01-15,CLEAN|FRESH,3.22,-2.42,1,-2.4200,1
2013-01-16,POKED|FRESH,-5.99,-0.92,1,-0.9200,0
2013-01-17,POKED|FRESH,-4.47,-4.47,0,0.1000,0
2013-01-18,FO,-5.23,-0.34,1,-0.3400,0
2013-01-22,CLEAN|SPENT,-4.05,-0.08,1,-0.0800,0
2013-01-24,CLEAN|FRESH,1.82,-0.61,1,-0.2700,1
2013-01-25,CLEAN|SPENT,4.32,4.32,0,0.6500,0
2013-01-28,POKED|SPENT,0.16,0.16,0,0.6600,1
2013-01-30,FO,-4.73,-0.12,1,-0.1200,0
2013-02-05,FO,1.9,-0.88,1,-0.8800,1
2013-02-07,POKED|SPENT,-4.75,-3.89,1,-3.8900,0
2013-02-08,CLEAN|SPENT,-5.2,-1.03,1,-0.6900,0
2013-02-11,CLEAN|SPENT,17.48,17.48,0,1.0700,1
2013-02-12,POKED|FRESH,-6.46,-1.08,1,-0.7200,0
2013-02-13,FO,-4.41,-1.1,1,-0.7500,0
2013-02-14,POKED|FRESH,-4.86,-1.5,1,-1.1700,0
2013-02-15,CLEAN|FRESH,12.65,-0.99,1,-0.6500,1
2013-02-18,POKED|FRESH,-1.15,-1.15,0,1.5100,0
2013-02-19,POKED|FRESH,2.01,-3.03,1,-2.6900,1
2013-02-20,POKED|FRESH,9.76,9.76,0,2.2900,1
2013-02-22,POKED|SPENT,3.27,3.27,0,0.1300,0
2013-02-25,FO,5.88,-0.96,1,-0.9600,0
2013-02-26,CLEAN|SPENT,-7.41,-0.31,1,-0.3100,0
2013-02-28,POKED|FRESH,-4.11,-0.01,1,-0.0100,0
2013-03-01,CLEAN|FRESH,4.25,4.25,0,5.1600,1
2013-03-04,FO,2.14,2.14,0,0.4700,0
2013-03-05,POKED|SPENT,-1.56,-1.56,0,0.2800,0
2013-03-06,POKED|FRESH,1.83,-0.9,1,-0.6000,1
2013-03-08,POKED|SPENT,9.21,-1.53,1,-1.2300,1
2013-03-12,POKED|FRESH,7.96,7.96,0,8.2400,1
2013-03-13,CLEAN|SPENT,-2.55,-2.55,0,0.3000,0
2013-03-15,FO,1.52,-0.64,1,-0.6400,1
2013-03-18,CLEAN|FRESH,-0.9,-1.67,1,-1.6700,0
2013-03-19,CLEAN|SPENT,2.98,2.98,0,2.1000,1
2013-03-20,POKED|FRESH,-3.59,-3.59,,,0
2013-03-21,FO,2.05,-0.25,1,-0.2500,1
2013-03-25,POKED|FRESH,0.3,-1.59,1,-1.2900,1
2013-03-26,POKED|FRESH,-0.4,-0.4,0,1.5000,0
2013-03-27,POKED|FRESH,1.11,1.11,0,2.1100,1
2013-04-03,CLEAN|SPENT,1.65,1.65,0,1.2100,0
2013-04-04,POKED|FRESH,-12.58,-6.49,1,-6.1600,0
2013-04-09,CLEAN|FRESH,7.88,-1.57,1,-1.5700,1
2013-04-10,POKED|FRESH,-4.16,-1.87,1,-1.8700,0
2013-04-12,CLEAN|SPENT,7.58,7.58,0,0.3100,1
2013-04-15,CLEAN|FRESH,61.67,61.67,0,2.8100,1
2013-04-19,FO,11.11,-1.2,1,-1.2000,1
2013-04-22,FO,0.23,-0.36,1,-0.3600,0
2013-04-24,FO,-0.32,-2.94,1,-2.9400,0
2013-04-25,FO,15.17,-1.04,1,-1.0400,0
2013-04-29,CLEAN|FRESH,-10.17,-2.61,1,-2.6100,0
2013-04-30,CLEAN|SPENT,-8.29,-5.25,1,-5.2500,0
2013-05-03,FO,-11.65,-1.35,1,-1.3500,0
2013-05-07,POKED|FRESH,5.91,-1.69,1,-1.3500,1
2013-05-10,CLEAN|SPENT,22.01,22.01,0,3.1900,1
2013-05-14,POKED|FRESH,3.8,3.8,0,0.9200,0
2013-05-15,CLEAN|FRESH,8.26,8.26,0,7.3600,1
2013-05-16,CLEAN|FRESH,3.49,3.49,0,8.8100,1
2013-05-17,POKED|FRESH,10.36,10.36,0,1.3200,1
2013-05-21,FO,-11.23,-11.23,0,2.3200,0
2013-05-22,POKED|FRESH,5.78,5.78,0,3.5500,1
2013-05-27,FO,-0.15,-1.4,1,-1.4000,0
2013-05-30,FO,3.17,3.17,0,4.2100,1
2013-06-05,POKED|FRESH,-11.22,-1.14,1,-0.7500,0
2013-06-06,FO,-6.13,-1.52,1,-1.2200,0
2013-06-10,CLEAN|FRESH,-10.5,-0.36,1,-0.1200,0
2013-06-11,FO,10.39,-1.55,1,-1.2300,1
2013-06-12,FO,-4,-4,0,0.9000,0
2013-06-14,FO,-5.31,-5.31,,,0
2013-06-18,FO,-0.01,-0.01,0,1.3100,1
2013-06-20,CLEAN|FRESH,39.63,39.63,0,7.5200,1
2013-06-24,FO,-0.85,-1.97,1,-1.6600,0
2013-06-25,CLEAN|FRESH,-4.13,-3.06,1,-2.7900,0
2013-06-26,FO,15.74,15.74,0,10.0700,0
2013-07-01,CLEAN|FRESH,7.38,7.38,0,4.4300,0
2013-07-02,CLEAN|FRESH,-10.47,-0.59,1,-0.5900,0
2013-07-03,CLEAN|FRESH,1.04,-3.17,1,-3.1700,1
2013-07-05,FO,17.2,17.2,0,0.8700,1
2013-07-09,FO,-7.61,-7.61,0,1.5200,0
2013-07-10,CLEAN|SPENT,3.31,-1.02,1,-1.0200,1
2013-07-11,FO,-5.19,-5.19,0,0.5900,0
2013-07-16,CLEAN|FRESH,0.9,0.9,0,0.0300,1
2013-07-17,CLEAN|SPENT,-5.92,-5.92,,,0
2013-07-19,CLEAN|FRESH,-1.62,-0.93,1,-0.9300,0
2013-07-22,FO,14.84,14.84,0,1.0400,0
2013-07-25,CLEAN|FRESH,-9.62,-9.62,0,4.9600,0
2013-07-29,FO,-10.16,-1.34,1,-0.8600,0
2013-07-30,FO,-3.5,-3.83,1,-3.4200,0
2013-08-01,CLEAN|FRESH,4.85,4.85,0,2.7800,0
2013-08-02,FO,-18.54,-18.54,0,3.3300,0
2013-08-05,POKED|FRESH,8.63,-1.26,1,-0.7200,1
2013-08-06,FO,4.52,-1.8,1,-1.3100,0
2013-08-08,POKED|FRESH,16.43,16.43,0,7.8500,1
2013-08-12,CLEAN|FRESH,-0.76,-0.76,0,4.1800,0
2013-08-13,POKED|FRESH,-8.36,-2.08,1,-2.0800,0
2013-08-15,CLEAN|SPENT,13.98,13.98,0,13.2200,1
2013-08-23,CLEAN|SPENT,15.63,15.63,0,15.2700,1
2013-08-27,CLEAN|FRESH,7.74,7.74,0,1.6400,1
2013-08-28,FO,-7.98,-7.98,0,3.6900,0
2013-08-30,CLEAN|SPENT,0.91,0.91,0,4.8400,1
2013-09-03,CLEAN|FRESH,-0.31,-0.71,1,-0.4500,1
2013-09-05,FO,4.46,4.46,0,7.8200,1
2013-09-06,CLEAN|SPENT,-8.58,-5.5,1,-5.2100,0
2013-09-12,CLEAN|FRESH,24.35,24.35,0,2.5900,1
2013-09-13,CLEAN|FRESH,3.65,3.65,0,4.4000,0
2013-09-16,CLEAN|FRESH,3.28,-1.57,1,-1.2200,1
2013-09-17,POKED|SPENT,-3.49,-4.6,1,-4.2900,0
2013-09-19,CLEAN|SPENT,-9.73,-4.49,1,-4.4900,0
2013-09-24,POKED|FRESH,6.17,6.17,0,2.6200,1
2013-09-25,CLEAN|FRESH,-4.76,-4.76,0,0.1100,0
2013-09-26,CLEAN|SPENT,-6.73,-0.12,1,-0.1200,0
2013-10-01,CLEAN|SPENT,19.56,-2.56,1,-2.2500,1
2013-10-03,CLEAN|FRESH,-6.25,-6.25,,,0
2013-10-04,CLEAN|FRESH,-4.21,-0.37,1,-0.3700,0
2013-10-08,POKED|SPENT,-7.16,-1.98,1,-1.9800,0
2013-10-10,CLEAN|SPENT,-7.93,-7.93,0,2.5000,0
2013-10-11,CLEAN|SPENT,-0.67,-0.67,0,4.7200,0
2013-10-15,CLEAN|FRESH,4.24,-1.47,1,-1.1800,1
2013-10-17,CLEAN|SPENT,22.9,22.9,,,1
2013-10-18,CLEAN|SPENT,-5.73,-3.82,1,-3.8200,0
2013-10-21,FO,-4.94,-0.75,1,-0.7500,0
2013-10-22,CLEAN|FRESH,-2.51,-2.51,0,0.7200,0
2013-10-24,CLEAN|FRESH,0.24,0.24,0,0.7000,1
2013-10-25,POKED|SPENT,1.98,-2.13,1,-2.1300,0
2013-10-28,CLEAN|SPENT,-6.13,-2.57,1,-2.5700,0
2013-10-31,FO,4.22,-1.75,1,-1.4300,1
2013-11-01,CLEAN|SPENT,11.61,11.61,0,0.1400,1
2013-11-05,CLEAN|FRESH,-5.22,-5.22,0,0.7000,0
2013-11-07,FO,-4.32,-0.55,1,-0.5500,0
2013-11-08,CLEAN|SPENT,6.7,-1.03,1,-0.6800,1
2013-11-11,POKED|FRESH,-0.49,-0.49,0,0.2600,0
2013-11-12,POKED|SPENT,6.27,-1.25,1,-0.9600,1
2013-11-14,CLEAN|FRESH,-1.4,-1.4,0,4.0500,0
2013-11-19,CLEAN|SPENT,-5.33,-2.22,1,-1.9100,0
2013-11-20,FO,0.45,-1.25,1,-0.8800,1
2013-11-21,CLEAN|SPENT,-1.02,-1.02,0,1.0000,0
2013-11-22,POKED|FRESH,-4.63,-1.47,1,-1.1400,0
2013-11-25,FO,1.25,1.25,0,4.3400,1
2013-12-03,CLEAN|FRESH,-4.91,-0.5,1,-0.1800,0
2013-12-04,FO,3.41,3.41,0,2.1900,1
2013-12-06,CLEAN|SPENT,-4.95,-4.95,,,0
2013-12-10,FO,18.31,-0.28,1,-0.2800,1
2013-12-12,CLEAN|SPENT,-3.53,-3.01,1,-3.0100,0
2013-12-13,CLEAN|SPENT,-4.63,-1.94,1,-1.6300,0
2013-12-16,POKED|FRESH,0.28,-0.63,1,-0.2400,1
2013-12-17,POKED|FRESH,-7.92,-3.47,1,-3.4700,0
2013-12-18,POKED|FRESH,-5.48,-5.48,,,0
2013-12-19,CLEAN|SPENT,22.1,-4.25,1,-3.9000,1
2013-12-23,CLEAN|FRESH,0.67,0.67,0,2.1800,1
2013-12-24,CLEAN|FRESH,-2.99,-1.05,1,-0.5800,0
2013-12-26,CLEAN|FRESH,4.66,-1.69,1,-1.6900,1
2013-12-27,FO,-3.86,-3.86,0,0.0600,0
2013-12-31,CLEAN|SPENT,-5.53,-5.53,0,1.6000,0
2014-01-03,FO,1.61,-2.44,1,-2.4400,0
2014-01-06,CLEAN|FRESH,-13.43,-13.43,,,0
2014-01-07,FO,-6.81,-1.71,1,-1.7100,0
2014-01-08,CLEAN|FRESH,-0.13,-0.13,0,0.9500,0
2014-01-09,POKED|FRESH,-4.15,-0.99,1,-0.6600,0
2014-01-10,CLEAN|FRESH,5.22,-0.57,1,-0.5700,0
2014-01-14,POKED|FRESH,-3.61,-2.44,1,-2.4400,0
2014-01-15,POKED|FRESH,-2.3,-2.3,0,0.2700,0
2014-01-16,CLEAN|SPENT,-4.17,-4.17,0,1.0800,0
2014-01-22,CLEAN|FRESH,3.4,3.4,0,0.9100,1
2014-01-24,CLEAN|SPENT,1.72,1.72,0,5.5200,1
2014-01-28,CLEAN|SPENT,-6.11,-2.28,1,-1.9600,0
2014-01-31,FO,-3.58,-2.37,1,-1.9800,0
2014-02-03,POKED|SPENT,-4.26,-0.47,1,-0.1500,0
2014-02-04,FO,-3.76,-1.35,1,-1.3500,0
2014-02-05,CLEAN|FRESH,11.53,-0.35,1,-0.3500,1
2014-02-06,POKED|FRESH,1.9,-0.84,1,-0.8400,1
2014-02-07,FO,-6.78,-1.72,1,-1.7200,0
2014-02-10,FO,3.94,3.94,0,1.6800,1
2014-02-11,FO,1.82,-4.12,1,-4.1200,0
2014-02-12,CLEAN|FRESH,-0.94,-2.72,1,-2.7200,0
2014-02-13,CLEAN|SPENT,8.1,-0.85,1,-0.8500,1
2014-02-14,FO,10.94,10.94,0,0.7900,1
2014-02-20,CLEAN|SPENT,-6.31,-3.71,1,-3.4600,0
2014-02-21,POKED|FRESH,-1.43,-1.29,1,-1.2900,0
2014-02-24,FO,9.64,-0.65,1,-0.6500,1
2014-02-25,CLEAN|FRESH,1.12,-0.74,1,-0.7400,0
2014-02-26,FO,-6.24,-6.24,0,0.1000,0
2014-02-27,CLEAN|FRESH,-6.2,-1.17,1,-0.8700,0
2014-02-28,CLEAN|FRESH,4.62,-0.51,1,-0.2400,0
2014-03-03,FO,5.33,5.33,0,1.4900,0
2014-03-05,CLEAN|FRESH,-5.42,-1.01,1,-0.7200,0
2014-03-06,POKED|FRESH,-3.76,-1.11,1,-0.8200,0
2014-03-11,POKED|FRESH,4.66,-0.38,1,-0.3800,0
2014-03-12,FO,4.66,-3.91,1,-3.9100,0
2014-03-14,POKED|FRESH,1.42,1.42,0,5.2700,1
2014-03-18,CLEAN|FRESH,1.11,-1.33,1,-1.0400,0
2014-03-19,FO,22.19,22.19,0,1.0400,1
2014-03-20,POKED|SPENT,-2.84,-2.84,0,0.3800,0
2014-03-21,CLEAN|FRESH,-5.3,-5.3,0,0.3200,0
2014-03-24,POKED|FRESH,13.65,-1.05,1,-0.7600,1
2014-03-25,CLEAN|SPENT,-7.89,-0.27,1,-0.0200,0
2014-03-26,CLEAN|SPENT,3.74,-2.4,1,-2.0800,1
2014-03-27,FO,6.12,-0.93,1,-0.6800,1
2014-03-28,CLEAN|SPENT,0.53,0.53,0,3.3700,1
2014-03-31,CLEAN|FRESH,-0.16,-0.16,0,1.9800,1
2014-04-03,CLEAN|FRESH,-2.74,-0.06,1,-0.0600,0
2014-04-08,FO,7.45,7.45,0,3.7600,1
2014-04-10,FO,-0.01,-1.74,1,-1.7400,0
2014-04-11,CLEAN|SPENT,-5.11,-5.11,0,0.1300,0
2014-04-14,CLEAN|FRESH,-4.71,-1.22,1,-1.2200,0
2014-04-16,POKED|FRESH,-8.42,-5.5,1,-5.2700,0
2014-04-17,CLEAN|FRESH,-4.74,-0.63,1,-0.3800,0
2014-04-22,POKED|SPENT,2.89,2.89,0,4.5300,1
2014-04-23,CLEAN|FRESH,-4.75,-1.57,1,-1.3300,0
2014-04-24,POKED|FRESH,8.69,-1.16,1,-0.8900,1
2014-04-25,CLEAN|SPENT,4.23,-1.69,1,-1.6900,1
2014-04-30,FO,3.17,-0.29,1,-0.0300,1
2014-05-01,POKED|FRESH,1.86,1.86,0,1.2000,1
2014-05-02,CLEAN|SPENT,-3.64,-3.64,,,0
2014-05-07,CLEAN|FRESH,-6.53,-0.48,1,-0.4800,0
2014-05-08,CLEAN|SPENT,-5.22,-1.68,1,-1.4300,0
2014-05-09,CLEAN|FRESH,-3.5,-1.07,1,-0.8100,0
2014-05-16,POKED|FRESH,2.27,2.27,0,0.8800,1
2014-05-20,CLEAN|FRESH,0.77,0.77,0,0.2700,1
2014-05-21,CLEAN|FRESH,1.01,-0.49,1,-0.2400,1
2014-05-28,CLEAN|FRESH,1.84,1.84,0,3.6700,1
2014-05-29,CLEAN|FRESH,-4.53,-4.53,0,1.9000,0
2014-05-30,POKED|FRESH,9.33,9.33,0,1.4200,1
2014-06-02,FO,-6.33,-6.33,0,1.4200,0
2014-06-03,POKED|SPENT,-4.2,-4.2,,,0
2014-06-04,POKED|SPENT,-0.35,-1.1,1,-0.8600,0
2014-06-05,CLEAN|SPENT,-3.16,-3.16,,,0
2014-06-06,FO,-2.24,-2.24,0,1.0400,0
2014-06-09,POKED|FRESH,-1.56,-0.13,1,-0.1300,0
2014-06-10,FO,5.45,-0.45,1,-0.4500,1
2014-06-11,FO,-1.8,-0.15,1,-0.1500,0
2014-06-12,CLEAN|FRESH,-1.94,-0.46,1,-0.4600,0
2014-06-13,CLEAN|SPENT,-3.64,-2.95,1,-2.9500,0
2014-06-16,FO,-7.28,-0.95,1,-0.9500,0
2014-06-17,FO,-7.26,-7.26,0,0.2400,0
2014-06-18,POKED|FRESH,-5.29,-1.14,1,-0.8900,0
2014-06-19,CLEAN|FRESH,32.48,32.48,0,1.0600,1
2014-06-23,FO,-4.97,-2.36,1,-2.3600,0
2014-06-24,CLEAN|SPENT,2.26,2.26,0,4.2100,1
2014-06-25,POKED|FRESH,-0.57,-0.57,0,4.2900,0
2014-07-02,CLEAN|FRESH,-3.39,-3.39,,,0
2014-07-07,FO,-4.89,-4.89,0,1.6100,0
2014-07-08,FO,-3.71,-2.45,1,-2.1900,0
2014-07-09,FO,2.98,2.98,0,0.2400,1
2014-07-10,CLEAN|FRESH,0.88,0.88,0,4.1100,1
2014-07-11,CLEAN|FRESH,-3.84,-3.84,,,0
2014-07-15,POKED|SPENT,7.53,7.53,,,1
2014-07-21,FO,-0.44,-0.44,0,0.8900,0
2014-07-22,FO,0.18,-1.68,1,-1.4200,0
2014-07-23,CLEAN|FRESH,-3.67,-1.97,1,-1.7200,0
2014-07-24,FO,3.7,-1.46,1,-1.2100,0
2014-07-28,FO,-7.33,-4.74,1,-4.7400,0
2014-07-29,CLEAN|FRESH,1.33,1.33,0,1.1100,1
2014-07-30,CLEAN|FRESH,1.66,-0.35,1,-0.0900,1
2014-07-31,FO,-4.24,-1.41,1,-1.1600,0
2014-08-01,CLEAN|SPENT,-3.34,-3.34,,,0
2014-08-04,POKED|FRESH,-2.77,-2.77,0,0.4800,0
2014-08-05,POKED|FRESH,1.27,-0.68,1,-0.4300,1
2014-08-07,POKED|SPENT,-2.57,-2.57,,,0
2014-08-08,FO,-9.97,-9.97,0,0.2800,0
2014-08-13,POKED|FRESH,-1.7,-1.7,0,0.3900,0
2014-08-14,POKED|FRESH,-3.56,-3.56,0,0.9100,0
2014-08-15,CLEAN|FRESH,-2.11,-0.6,1,-0.6000,0
2014-08-18,POKED|SPENT,-2.44,-2.44,0,0.0500,0
2014-08-19,POKED|SPENT,1.18,-1.6,1,-1.3100,1
2014-08-20,CLEAN|FRESH,-2.98,-2.98,0,0.6600,0
2014-08-21,FO,7.72,7.72,0,2.9300,1
2014-08-22,POKED|FRESH,-3.52,-2.17,1,-1.8600,0
2014-08-25,CLEAN|FRESH,-3.01,-3.01,0,0.2300,0
2014-08-26,FO,-1.62,-0.34,1,-0.3400,0
2014-08-27,FO,-2.73,-2.73,0,0.1000,0
2014-08-28,FO,1.42,-0.66,1,-0.6600,1
2014-08-29,CLEAN|SPENT,-3.09,-3.09,,,0
2014-09-02,CLEAN|FRESH,13.08,13.08,0,2.8000,1
2014-09-03,CLEAN|SPENT,-3.75,-3.75,0,0.4200,0
2014-09-04,POKED|FRESH,-5.54,-2.91,1,-2.4800,0
2014-09-09,CLEAN|FRESH,1.45,-1.87,1,-1.5300,1
2014-09-10,CLEAN|SPENT,2.11,2.11,0,0.2100,1
2014-09-11,FO,-3.74,-0.63,1,-0.2900,0
2014-09-12,CLEAN|FRESH,-1.66,-1.42,1,-1.0900,0
2014-09-19,POKED|FRESH,0.49,-1.14,1,-0.8100,0
2014-09-24,FO,-3.81,-1.28,1,-1.2800,0
2014-09-25,CLEAN|FRESH,0.41,0.41,0,2.5200,1
2014-09-30,CLEAN|SPENT,3.65,3.65,0,1.8600,1
2014-10-07,POKED|FRESH,-4.24,-4.24,0,1.3100,0
2014-10-08,POKED|FRESH,-5.96,-0.37,1,-0.3700,0
2014-10-09,FO,-2.49,-2.49,0,0.3300,0
2014-10-10,CLEAN|SPENT,-4.35,-2.46,1,-2.4600,0
2014-10-13,FO,0.69,-3.39,1,-3.3900,0
2014-10-14,POKED|SPENT,-3.65,-3.65,,,0
2014-10-17,CLEAN|FRESH,-2.79,-2.79,0,0.0200,0
2014-10-21,CLEAN|FRESH,-5,-0.27,1,-0.2700,0
2014-10-23,CLEAN|FRESH,5.31,5.31,0,1.5500,1
2014-10-29,POKED|FRESH,4.29,4.29,0,0.0600,1
2014-10-30,FO,5.85,-1.51,1,-1.2400,1
2014-10-31,FO,13.46,-1.48,1,-1.1900,1
2014-11-05,FO,5.66,-1.89,1,-1.6000,0
2014-11-12,FO,-6.76,-6.76,0,0.1400,0
2014-11-14,FO,-8.46,-8.46,0,1.1000,0
2014-11-18,FO,8.56,8.56,0,2.9400,1
2014-11-19,CLEAN|FRESH,0.27,0.27,0,2.4000,1
2014-11-21,POKED|FRESH,-3.82,-0.78,1,-0.7800,0
2014-11-25,CLEAN|FRESH,-5.02,-2.23,1,-2.2300,0
2014-11-28,CLEAN|FRESH,13.55,-0.88,1,-0.6900,1
2014-12-03,FO,4.54,4.54,0,5.0700,1
2014-12-04,POKED|SPENT,-5.07,-0.27,1,-0.2700,0
2014-12-05,POKED|FRESH,-4.32,-0.9,1,-0.9000,0
2014-12-09,POKED|FRESH,10.72,10.72,0,0.7900,1
2014-12-10,FO,-7.93,-7.93,0,1.2100,0
2014-12-15,CLEAN|FRESH,21.01,-1.13,1,-0.8300,1
2014-12-16,CLEAN|SPENT,-6.87,-2.71,1,-2.4300,0
2014-12-17,CLEAN|SPENT,-4.75,-2.53,1,-2.3200,0
2014-12-19,FO,-4.68,-2.27,1,-1.9700,0
2014-12-22,CLEAN|FRESH,19.03,19.03,0,6.6600,1
2014-12-24,CLEAN|FRESH,-1.42,-1.42,0,0.3300,0
2015-01-02,CLEAN|SPENT,7.2,-0.43,1,-0.1500,1
2015-01-05,POKED|FRESH,6.74,6.74,0,1.5200,0
2015-01-06,FO,6.49,6.49,0,0.5700,1
2015-01-08,POKED|FRESH,-7.23,-1.56,1,-1.5600,0
2015-01-09,POKED|FRESH,-5.93,-2.27,1,-2.2700,0
2015-01-13,CLEAN|FRESH,-10.6,-3.72,1,-3.7200,0
2015-01-14,CLEAN|FRESH,-6.49,-6.49,0,5.6200,0
2015-01-15,FO,21.5,21.5,0,11.8000,1
2015-01-16,POKED|SPENT,6.77,6.77,0,1.1100,1
2015-01-20,CLEAN|FRESH,10.65,10.65,0,0.3500,1
2015-01-21,FO,-12.31,-1.85,1,-1.8500,0
2015-01-22,CLEAN|SPENT,-4.87,-4.87,,,0
2015-01-29,POKED|FRESH,3.73,-3.54,1,-3.2800,1
2015-02-03,FO,3.98,3.98,0,0.8100,1
2015-02-06,CLEAN|FRESH,28.8,28.8,0,9.6700,1
2015-02-10,POKED|FRESH,4.16,4.16,0,1.5800,1
2015-02-11,POKED|FRESH,5.84,-1.29,1,-1.0100,1
2015-02-17,FO,17.02,17.02,0,1.3400,1
2015-02-18,POKED|SPENT,-3.67,-3.67,0,0.8800,0
2015-02-19,POKED|SPENT,3.3,3.3,0,1.0000,0
2015-02-20,CLEAN|SPENT,-4.17,-4.17,0,2.1700,0
2015-02-23,CLEAN|FRESH,4.68,4.68,0,2.5600,1
2015-02-24,FO,1.93,1.93,0,1.5500,1
2015-02-25,FO,-9.4,-3.81,1,-3.8100,0
2015-02-26,FO,2.16,2.16,0,1.1900,1
2015-02-27,CLEAN|FRESH,-3.65,-1.92,1,-1.9200,0
2015-03-02,FO,-10.68,-2.28,1,-2.2800,0
2015-03-04,POKED|SPENT,2.81,-0.81,1,-0.5400,0
2015-03-05,CLEAN|FRESH,-6.18,-2.22,1,-1.9400,0
2015-03-06,CLEAN|FRESH,0.2,0.2,0,0.3700,1
2015-03-09,POKED|SPENT,-0.27,-0.75,1,-0.3900,0
2015-03-10,FO,-9.81,-1.47,1,-1.1300,0
2015-03-11,POKED|FRESH,0.5,0.5,0,0.4900,1
2015-03-12,POKED|SPENT,-3.78,-1.05,1,-0.7700,0
2015-03-13,POKED|FRESH,-2.93,-1.03,1,-0.7800,0
2015-03-17,POKED|SPENT,3.27,3.27,0,1.2600,1
2015-03-18,FO,-5.09,-5.09,0,0.8300,0
2015-03-20,CLEAN|FRESH,10.16,-2.14,1,-2.1400,1
2015-03-23,POKED|SPENT,1.09,-1.39,1,-1.3900,0
2015-03-24,CLEAN|FRESH,-4.9,-0.25,1,-0.2500,0
2015-03-25,CLEAN|FRESH,1.58,-0.73,1,-0.7300,1
2015-03-26,FO,11.87,11.87,0,0.7900,1
2015-03-30,FO,5.65,5.65,0,3.2000,1
2015-03-31,POKED|FRESH,-8.06,-8.06,0,0.1000,0
2015-04-01,CLEAN|FRESH,-6.72,-0.61,1,-0.3400,0
2015-04-02,POKED|FRESH,-3,-1.68,1,-1.6800,0
2015-04-06,FO,-3.31,-1.06,1,-1.0600,0
2015-04-08,CLEAN|SPENT,1.71,-1.2,1,-0.9100,1
2015-04-09,FO,0.71,0.71,0,1.5100,0
2015-04-14,FO,2.74,2.74,0,1.5300,1
2015-04-15,POKED|FRESH,-4.63,-4.63,0,1.0300,0
2015-04-16,CLEAN|FRESH,-7.6,-2.82,1,-2.8200,0
2015-04-17,CLEAN|FRESH,1.15,-1.3,1,-1.3000,1
2015-04-20,POKED|FRESH,-3.88,-3.88,0,0.9400,0
2015-04-22,POKED|FRESH,-4.04,-4.04,,,0
2015-04-24,CLEAN|SPENT,14.33,-0.68,1,-0.4500,1
2015-04-28,POKED|SPENT,-3.2,-1.7,1,-1.7000,0
2015-04-29,CLEAN|SPENT,-3.04,-3.04,,,0
2015-04-30,POKED|SPENT,-5.17,-2.3,1,-2.3000,0
2015-05-01,FO,0.04,0.04,0,0.2800,1
